datetime,date,userID,locationID,buildingID,chargingLen,originLocationID,originChargingHour,incentive,score
2018-07-02 22:00:00,0702,604832H,50349,7,1.0,50267,13,6,0.1226824551859435
2018-07-02 07:00:00,0702,604899H,50338,16,2.0,50338,7,0,-1.0
2018-07-02 20:00:00,0702,604748H,50675,18,2.0,51087,8,0,0.5212378346982611
2018-07-02 00:00:00,0702,606850,50349,7,4.0,50349,9,0,-1.0
2018-07-02 18:00:00,0702,607855,50911,13,1.0,50911,9,10,0.5130759788500177
2018-07-02 19:00:00,0702,604895H,50261,9,2.0,51198,9,0,0.3784011863346517
2018-07-02 18:00:00,0702,604748H,50841,2,3.0,51087,10,0,0.5013205064683043
2018-07-02 18:00:00,0702,604730H,50261,9,2.0,50263,10,0,0.4870719176828569
2018-07-02 17:00:00,0702,604745H,50263,11,2.0,50263,10,0,-1.0
2018-07-02 19:00:00,0702,607688,50675,18,1.0,50911,10,0,0.4899391760511859
2018-07-02 18:00:00,0702,600108,50675,18,2.0,50269,10,0,0.5335447082398375
2018-07-02 23:00:00,0702,606523,51087,4,1.0,50909,10,0,0.0224541947190667
2018-07-02 08:00:00,0702,606789,51200,15,3.0,50263,11,0,0.4337782406433825
2018-07-02 11:00:00,0702,607626,50911,13,1.0,50911,10,0,-1.0
2018-07-02 10:00:00,0702,604727H,50692,3,2.0,50261,11,10,0.3451406869641932
2018-07-02 18:00:00,0702,604895H,51199,1,1.0,51198,13,0,0.4904811441662868
2018-07-02 01:00:00,0702,607289,50263,11,3.0,50269,3,0,0.0476157701124335
2018-07-02 18:00:00,0702,604773H,50675,18,1.0,50841,12,0,0.4732991209549123
2018-07-02 08:00:00,0702,604804H,50230,0,2.0,50230,12,0,0.5185895354723778
2018-07-02 08:00:00,0702,604903H,50268,19,1.0,50266,12,0,0.3956367240236346
2018-07-02 08:00:00,0702,604726H,51199,1,1.0,51200,11,0,0.5376815296540721
2018-07-02 16:00:00,0702,605642,50692,3,2.0,51087,12,6,0.3378911996931776
2018-07-02 11:00:00,0702,604749H,51200,15,2.0,51200,11,0,-1.0
2018-07-02 13:00:00,0702,604904H,51199,1,2.0,51199,11,0,-1.0
2018-07-02 09:00:00,0702,604895H,51198,5,2.0,51198,11,1,0.3315454499480623
2018-07-02 08:00:00,0702,604745H,50841,2,3.0,51198,11,0,0.4991445102888308
2018-07-02 22:00:00,0702,604738H,50349,7,1.0,50268,11,1,0.0269162117166917
2018-07-02 13:00:00,0702,520263,50909,8,2.0,50909,11,0,-1.0
2018-07-03 08:00:00,0703,605235,50840,6,2.0,50692,18,10,0.8151716360042488
2018-07-03 08:00:00,0703,605432,50338,16,2.0,50692,19,6,0.697594537657297
2018-07-03 08:00:00,0703,604380H,50268,19,2.0,50911,19,10,0.8151716360042488
2018-07-03 06:00:00,0703,520263,50338,16,1.0,50909,19,10,0.4075858180021244
2018-07-03 08:00:00,0703,604380H,50841,2,2.0,50911,20,10,0.8151716360042488
2018-07-03 08:00:00,0703,605074H,50261,9,2.0,50911,23,10,0.8151716360042488
2018-07-03 08:00:00,0703,519392,50909,8,1.0,50909,21,10,0.7533739476867168
2018-07-03 18:00:00,0703,605074H,50267,14,2.0,50911,21,9,0.5335533913123932
2018-07-03 08:00:00,0703,604380H,50267,14,1.0,50911,22,9,0.7333642800032508
2018-07-03 22:00:00,0703,605083H,50911,13,1.0,50911,22,0,-1.0
2018-07-03 08:00:00,0703,604380H,50266,10,1.0,50911,23,8,0.7395436177491647
2018-07-03 08:00:00,0703,607706,51200,15,1.0,50911,17,10,0.7818275952090208
2018-07-03 14:00:00,0703,604175,50268,19,3.0,50911,21,0,0.2276379957547168
2018-07-03 08:00:00,0703,607263,51199,1,2.0,50349,21,10,0.7592094505292395
2018-07-03 08:00:00,0703,604771H,50230,0,1.0,50240,16,10,0.8006584876568293
2018-07-03 21:00:00,0703,606620,50911,13,1.0,50911,17,0,-1.0
2018-07-03 05:00:00,0703,607289,50269,12,3.0,50269,5,0,-1.0
2018-07-03 05:00:00,0703,607263,50349,7,3.0,50349,5,0,-1.0
2018-07-03 21:00:00,0703,601555,50911,13,2.0,50911,7,0,-1.0
