requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness
7255,517846,2018-07-02 08:00:00,50911,1.0,0.4033725180504109,1,50349,0,2.168318298838284,0.14967986936226527,0.3367797060650969
7062,607942,2018-07-02 18:00:00,50911,3.0,0.44690552291999935,1,50349,22,3.231141150401839,0.20581515522834842,0.46308409926378397
7172,604771H,2018-07-02 06:00:00,50911,2.0,0.49462657092473206,1,50240,12,0.8990244461298729,0.6417271259385899,1.0
7181,604773H,2018-07-02 09:00:00,50911,1.0,0.4515095632591447,1,50841,12,2.3579495930400256,0.43420405447213656,0.9769591225623073
7182,604727H,2018-07-02 12:00:00,50269,3.0,0.8845970913119727,3,50261,12,0.36472981124247406,0.47337812778138794,1.0
7252,607856,2018-07-02 18:00:00,50269,3.0,0.6182113158113399,2,50909,1,0.4575822663758367,0.15870240433932647,0.6030691364894405
7185,604749H,2018-07-02 10:00:00,50269,1.0,0.6039110900527381,1,51198,12,0.30064316624114057,0.3270941588065927,0.7359618573148337
7193,604904H,2018-07-02 09:00:00,50269,1.0,0.4286647766192447,1,51199,12,0.460315915796125,0.2320618382069672,0.5221391359656762
7196,604760H,2018-07-02 06:00:00,50269,2.0,0.3378192048850024,1,50240,11,0.8916026497782467,0.1548441890502491,0.34839942536306046
7198,603906,2018-07-02 16:00:00,50269,2.0,0.4182955672600813,1,50841,11,1.3194500042269384,0.35720706577315914,0.8037158979896081
7199,604726H,2018-07-02 08:00:00,50349,1.0,0.7604212915667647,3,51199,11,0.04728160797241923,0.24762401736894957,1.0
7201,604738H,2018-07-02 07:00:00,50349,1.0,0.6465112954539045,2,50268,11,0.037522077947095264,0.3528813100599082,1.0
7166,604796H,2018-07-02 06:00:00,50349,2.0,0.5842652256875014,2,50267,13,0.09761915992852734,0.36802993788935867,1.0
7203,604758H,2018-07-02 20:00:00,50349,1.0,0.4402890594071178,1,50263,11,0.048431851616533524,0.5137084695778742,1.0
7213,600108,2018-07-02 15:00:00,50269,1.0,0.3532656331652708,1,50269,10,1.054479251089178,1.0,1.0
7214,604749H,2018-07-02 06:00:00,50349,2.0,0.2592819066224856,1,51199,10,0.0796473712257664,0.26411167581692613,0.5942512705880838
7221,603904,2018-07-02 18:00:00,50263,1.0,0.8706815492936509,6,50841,9,0.10510880451895328,0.20892919978305022,0.9840565309781666
7233,518622,2018-07-02 10:00:00,50263,1.0,0.7725390330710075,3,50675,8,0.12399315676627169,0.5609241836065816,1.0
7238,518475,2018-07-02 20:00:00,50263,2.0,0.4008870384362823,2,50911,8,0.368840226558635,0.18924051025330205,0.7191139389625477
7239,604771H,2018-07-02 16:00:00,50263,1.0,0.5547622808600319,1,50240,8,0.46123422596990754,0.6720807355017008,1.0
7241,604802H,2018-07-02 15:00:00,50263,1.0,0.44149530106741985,1,50269,7,0.9495825361155864,0.6076957265366413,1.0
7243,604895H,2018-07-02 10:00:00,51199,1.0,0.8642723901280445,7,50338,7,0.08377919743991899,0.21192651574096935,0.9981738891399656
7061,519392,2018-07-02 12:00:00,51199,1.0,0.5595387986515363,4,50911,23,0.1701709723607273,0.1331680548680956,0.6125730523932398
