requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness,cp_value,threshold,user_accept
10600,605073H,2018-07-06 08:00:00,50268,2.0,0.8120173300348016,9,50911,16,0.0,0.060086650174007626,0.8120173300348016,0.10684438553089495,True
10576,605079H,2018-07-06 08:00:00,50840,2.0,0.8045954739820051,5,50911,19,0.0,0.022977369910025615,1.3409924566366753,0.06114925602263239,True
10595,604895H,2018-07-06 08:00:00,50261,1.0,0.8151716360042488,10,50911,17,0.0,0.07585818002124355,0.7410651236402261,0.06302245109287567,True
10591,520263,2018-07-06 08:00:00,50841,1.0,0.8021973885261187,2,50909,17,0.0,0.01098694263059318,2.6739912950870623,0.0974664177629172,True
10590,604760H,2018-07-06 08:00:00,50338,2.0,0.7548558547123669,10,50240,17,0.22469277678562974,0.7792798586538211,0.6862325951930608,0.09058270256548404,True
10587,605073H,2018-07-06 08:00:00,51200,1.0,0.7667841231877311,8,50911,17,0.2782609242890657,0.7401783174823918,0.851982359097479,0.07195598452225166,True
10585,602821,2018-07-06 08:00:00,50909,2.0,0.7682356158256878,10,50349,18,0.17107582781263383,0.7154450088672115,0.6983960143869888,0.08414009125709913,True
10582,603548,2018-07-06 21:00:00,50692,2.0,-1.0,0,50692,18,0.0,0.0,0.0,0.0,False
10573,604620H,2018-07-06 08:00:00,50267,1.0,0.7416326225334572,9,50349,19,0.20792808800852977,0.7135196651500241,0.7416326225334572,0.01838545460226046,True
10552,603522H,2018-07-06 08:00:00,50349,2.0,0.7169941820815714,8,50911,21,0.14951460182926601,0.565026326236153,0.7966602023128571,0.0242587447175482,True
10565,605079H,2018-07-06 22:00:00,50692,1.0,-1.0,0,50692,20,0.0,0.0,0.0,0.0,False
10559,604903H,2018-07-06 22:00:00,50266,1.0,-1.0,0,50266,21,0.0,0.0,0.0,0.0,False
10557,518009,2018-07-06 08:00:00,50240,2.0,0.7201874566062104,9,50911,21,0.15991892895133386,0.6436332301180706,0.7201874566062104,0.0692633325574667,True
10551,604832H,2018-07-06 21:00:00,50267,1.0,-1.0,0,50267,21,0.0,0.0,0.0,0.0,False
10549,607289,2018-07-06 08:00:00,50230,2.0,0.709569169323722,9,50349,21,0.10022845400706558,0.5138242825444446,0.709569169323722,0.06378805659040424,True
10535,518009,2018-07-06 23:00:00,50911,1.0,-1.0,0,50911,23,0.0,0.0,0.0,0.0,False
10534,603912,2018-07-06 00:00:00,50911,2.0,-1.0,0,50911,23,0.0,0.0,0.0,0.0,False
10603,603990,2018-07-06 08:00:00,51199,1.0,0.723245365913131,8,50911,16,0.14617693164071546,0.5585042306951619,0.8036059621257011,0.08126263608500273,True
10568,603522H,2018-07-06 20:00:00,50911,3.0,-1.0,0,50911,20,0.0,0.0,0.0,0.0,False
10604,603904,2018-07-06 15:00:00,50911,2.0,-1.0,0,50911,15,0.0,0.0,0.0,0.0,False
10687,607263,2018-07-06 08:00:00,50841,2.0,0.6758670911204306,2,50911,4,0.0,0.01098694263059318,2.2528903037347687,0.055313629240644036,True
10610,600963,2018-07-06 08:00:00,50268,3.0,0.6169884353338017,6,50911,15,0.0,0.02931223075135632,0.8814120504768596,0.09140988105683553,True
10700,605432,2018-07-06 08:00:00,50841,3.0,0.5594511438600653,8,50911,0,0.0,0.04742587317756678,0.6216123820667393,0.0435362269179589,True
10606,519392,2018-07-06 15:00:00,50675,2.0,-1.0,0,50675,15,0.0,0.0,0.0,0.0,False
10689,605931,2018-07-06 09:00:00,50261,1.0,0.5711821749347956,10,50911,3,0.12295771372203075,0.6307149777276422,0.5192565226679959,0.042850318182737615,True
10688,604738H,2018-07-06 09:00:00,51198,2.0,0.6157404729177862,10,50268,3,0.5342512603111476,0.9332189164074313,0.5597640662888965,0.036886430885803685,True
10682,607289,2018-07-06 09:00:00,50267,3.0,0.6257846572473248,9,50269,5,0.135197088616573,0.5973010498613704,0.6257846572473248,0.09605608660477054,True
10672,604771H,2018-07-06 09:00:00,51199,2.0,0.69995792310475,10,50240,9,0.6486861802572292,0.9574367786218282,0.6363253846406818,0.11121205081923993,True
10671,607263,2018-07-06 13:00:00,50911,1.0,-1.0,0,50911,9,0.0,0.0,0.0,0.0,False
10669,602821,2018-07-06 09:00:00,50269,1.0,0.700937088835172,8,50349,9,0.16048770042719696,0.5855007209920218,0.7788189875946355,0.062476658188251176,True
10666,600963,2018-07-06 13:00:00,51087,2.0,-1.0,0,51087,9,0.0,0.0,0.0,0.0,False
10697,605931,2018-07-06 09:00:00,51200,2.0,0.6554963612522103,4,50911,1,0.15432127768026752,0.3315677508119714,1.3109927225044207,0.05639027419083465,True
10657,602806,2018-07-06 09:00:00,51087,1.0,0.7184125099216374,10,50911,10,0.21754336141327482,0.7720564549298968,0.6531022817469431,0.05983114046690289,True
10662,607083,2018-07-06 10:00:00,50840,3.0,0.4824608945005319,8,50349,10,0.0,0.04742587317756678,0.5360676605561465,0.0199608204173815,True
10624,604748H,2018-07-06 09:00:00,50841,3.0,0.48741267341344036,2,51087,13,0.15277183250340512,0.22916633383166055,1.6247089113781346,0.09204430557927891,True
10627,605432,2018-07-06 14:00:00,50911,2.0,-1.0,0,50911,13,0.0,0.0,0.0,0.0,False
10637,604832H,2018-07-06 10:00:00,50266,1.0,0.4973226975594212,9,50267,13,0.448402237625315,0.8852253487249269,0.4973226975594212,0.030615900482024776,True
10619,607263,2018-07-06 10:00:00,50230,2.0,0.46927259537451055,8,50911,14,0.15893716268945338,0.5826940327729504,0.5214139948605673,0.07517251294989406,True
10646,606363,2018-07-06 10:00:00,50269,3.0,0.55545980107847,9,50909,11,0.24398184260792305,0.7538084526369055,0.55545980107847,0.11578189833993069,True
10647,601555,2018-07-06 10:00:00,50692,1.0,0.5492550067284894,9,50911,11,0.12633425103810203,0.5784060091896294,0.5492550067284894,0.04365806219930522,True
10652,601555,2018-07-06 10:00:00,50338,2.0,0.5874099668983178,7,50911,10,0.09213536473585635,0.3686910257951283,0.7342624586228972,0.09061405965387317,True
10362,604903H,2018-07-06 22:00:00,50266,2.0,-1.0,0,50266,21,0.0,0.0,0.0,0.0,False
10404,604760H,2018-07-06 19:00:00,50240,3.0,-1.0,0,50240,16,0.0,0.0,0.0,0.0,False
10402,605079H,2018-07-06 16:00:00,50692,2.0,-1.0,0,50692,16,0.0,0.0,0.0,0.0,False
10394,603522H,2018-07-06 17:00:00,50911,2.0,-1.0,0,50911,17,0.0,0.0,0.0,0.0,False
10379,519392,2018-07-06 10:00:00,50263,2.0,0.6496057614336171,8,50911,19,0.13663524800540028,0.5390397977407314,0.7217841793706857,0.04067986149051561,True
10369,520263,2018-07-06 20:00:00,50909,1.0,-1.0,0,50909,20,0.0,0.0,0.0,0.0,False
10406,604760H,2018-07-06 20:00:00,50240,3.0,-1.0,0,50240,16,0.0,0.0,0.0,0.0,False
10359,603522H,2018-07-06 21:00:00,50911,1.0,-1.0,0,50911,21,0.0,0.0,0.0,0.0,False
10354,604832H,2018-07-06 09:00:00,50841,2.0,0.46294834083410435,5,50267,21,0.4866554824048427,0.7679210388616587,0.7715805680568406,0.08669106339384801,True
10356,604773H,2018-07-06 21:00:00,50841,2.0,-1.0,0,50841,21,0.0,0.0,0.0,0.0,False
10355,603548,2018-07-06 10:00:00,50261,2.0,0.6459560347822535,2,50692,21,0.16656442844377178,0.24783841216771138,2.153186782607512,0.25072255806560906,True
10350,601535,2018-07-06 10:00:00,51200,2.0,0.43352460814028554,9,50692,22,0.2441469612245081,0.7539745039407854,0.43352460814028554,0.03214215301954823,True
10349,601535,2018-07-06 11:00:00,50692,1.0,0.42569880604602345,6,50692,22,1.0,0.998498817743263,0.6081411514943192,0.0308737812405933,True
10346,603912,2018-07-06 11:00:00,50909,3.0,0.43471740780802937,5,50692,23,0.31729601199245305,0.6186385973344111,0.7245290130133824,0.06750172569411317,True
10345,605931,2018-07-06 00:00:00,50911,2.0,-1.0,0,50911,23,0.0,0.0,0.0,0.0,False
10414,603990,2018-07-06 11:00:00,51198,2.0,0.45310088385164027,6,50911,16,0.1581700837912078,0.45712876065261454,0.6472869769309147,0.03461592784578143,True
10358,604900H,2018-07-06 11:00:00,50266,2.0,0.547310273625597,8,50266,21,0.719643756692971,0.949917106185593,0.6081225262506633,0.06526267448344701,True
10416,603522H,2018-07-06 12:00:00,50675,2.0,0.462366466399,5,50911,15,0.1464366105371907,0.37453100573975295,0.7706107773316666,0.019468945085071607,True
10497,605084H,2018-07-06 05:00:00,50911,1.0,-1.0,0,50911,5,0.0,0.0,0.0,0.0,False
10425,605079H,2018-07-06 15:00:00,50692,1.0,-1.0,0,50692,15,0.0,0.0,0.0,0.0,False
10417,603912,2018-07-06 11:00:00,50268,2.0,0.4792421431416001,1,50692,15,0.13997914094810293,0.17286410691737933,2.3962107157080004,0.15939290066782902,True
10518,603548,2018-07-06 19:00:00,50263,4.0,0.39226304288926256,10,50692,2,0.0,0.07585818002124355,0.35660276626296594,0.02158148698131476,True
10514,607856,2018-07-06 02:00:00,50349,2.0,-1.0,0,50349,2,0.0,0.0,0.0,0.0,False
10513,604738H,2018-07-06 19:00:00,50675,2.0,0.4024123936885459,3,50268,2,0.0,0.014063627043245475,1.0060309842213648,0.0273812090410032,True
10511,605084H,2018-07-06 03:00:00,50911,1.0,-1.0,0,50911,3,0.0,0.0,0.0,0.0,False
10521,604620H,2018-07-06 11:00:00,50240,1.0,0.545869465526184,6,50349,2,0.17138095540745615,0.48104118747737257,0.7798135221802629,0.07408310021369034,True
10483,604761H,2018-07-06 13:00:00,50911,1.0,-1.0,0,50911,9,0.0,0.0,0.0,0.0,False
10482,602814,2018-07-06 12:00:00,50338,2.0,0.46146211003451104,2,50911,9,0.16840513181550057,0.25030752829490516,1.5382070334483702,0.178673342065913,True
10498,607289,2018-07-06 12:00:00,50230,4.0,0.4709157577588336,1,50269,5,0.11805738042000859,0.14667062098239209,2.354578788794168,0.14898547147049102,True
10477,607670,2018-07-06 11:00:00,51087,1.0,0.5153664314655645,1,50911,10,0.15408363937373035,0.1895518257258029,2.5768321573278223,0.05761422180606539,True
10472,603904,2018-07-06 15:00:00,50911,2.0,-1.0,0,50911,11,0.0,0.0,0.0,0.0,False
10467,606620,2018-07-06 15:00:00,50911,1.0,-1.0,0,50911,11,0.0,0.0,0.0,0.0,False
10462,604761H,2018-07-06 09:00:00,50261,2.0,0.38743007084987696,1,50349,12,0.14450841445905785,0.17823691018574658,1.9371503542493846,0.31662988299317274,True
