70	13	6.719573630568105
24	13	6.372703367718909
78	13	6.233444988355545
70	12	6.120319398772577
24	17	6.075290567754154
24	12	5.966295682424828
70	17	5.950625191075169
24	5	5.846232420879776
24	18	5.774723513377458
96	13	5.738230541207827
24	9	5.7305640321178775
118	13	5.696972880528637
39	13	5.6503717016990205
70	18	5.645287476683767
18	12	5.59903810640745
122	13	5.5551981611579695
70	5	5.530991643895769
54	13	5.477629223601926
47	13	5.448481158293671
54	17	5.386465069291043
118	17	5.370407558433532
102	13	5.357805541900154
118	12	5.321102767880449
54	18	5.317301508703479
9	13	5.301434148818837
11	13	5.289167758048188
113	13	5.279327562442442
77	13	5.270272282294276
24	0	5.259513221653618
118	9	5.243494643109733
31	12	5.228103826420788
70	9	5.219902967861708
118	18	5.190923326013421
38	12	5.18797737448743
133	13	5.184568704279879
76	17	5.177321579140162
102	17	5.167493076757079
39	12	5.134984697849394
62	12	5.126488274971351
61	13	5.1171004004841825
18	17	5.108180521294572
134	12	5.102970002076028
25	13	5.095038240806407
102	12	5.059840584136005
64	12	5.05168850514606
122	12	5.048148386036692
71	12	5.042664945435735
31	17	5.0372274868769304
118	5	5.037091592230884
41	13	5.031408729742141
96	17	5.0101636655745985
96	18	5.008861052625896
21	13	4.999700799576557
51	12	4.990325523337279
45	13	4.988338274067492
9	17	4.982703606372553
62	9	4.9778349128729715
30	13	4.974799719233302
62	13	4.970704259448549
57	17	4.963730894211125
122	17	4.956585215665821
9	5	4.954683900716487
89	13	4.9543381465344645
12	9	4.948072592636253
78	5	4.946768633984281
16	17	4.946473104850125
89	12	4.946173813053002
64	17	4.943504611257783
57	12	4.9425282512636315
63	12	4.942081687540367
24	2	4.939901196550447
78	17	4.935608677522623
76	13	4.932444645911312
54	5	4.92935524127202
62	17	4.925770978551147
11	18	4.923326272749653
16	12	4.920607954276399
12	17	4.919938428982574
78	18	4.91827078530828
108	12	4.90254772443476
28	13	4.895185724773279
114	13	4.876249264026786
70	14	4.875405348340458
11	17	4.867458024379614
102	18	4.856684159376476
131	13	4.8546241076726675
96	5	4.851956476002942
86	13	4.84571898909082
11	12	4.823280384712007
48	13	4.8204832452195125
78	12	4.816848477360176
102	9	4.809348783423753
78	9	4.795096037314782
88	13	4.794961685623844
70	0	4.79261884051399
62	18	4.791142361705205
51	17	4.791126158430543
33	13	4.788717012165288
67	13	4.7881637618083355
24	10	4.783122892034962
97	13	4.774651958478303
29	13	4.774460240024765
29	5	4.773599901536138
