8.125387685575369279e-01	4.802758254612772282e-01	3.755696031232686471e-01	2.849615429642142206e-01	9.997528508747326459e-01	6.186864195460655136e-01	6.931416537000675282e-01	1.091132511473104305e+00	3.571076900556816036e-01	3.790981625864865978e-01
4.911899978817145240e-01	1.854468094303216297e-01	1.370519769742153615e+00	8.970683834543036195e-01	5.194855625409998678e-01	6.055339311764197374e-01	6.913094395846602902e-01	6.238296986461617788e-01	5.223011625479976328e-01	3.281398192303205952e-01
1.066115235213644263e+00	7.457513578128107667e-01	3.105704132934140535e-02	9.613921495852092436e-01	4.603105561973909743e-01	1.238091224855333572e-01	8.963213519180575073e-01	3.318045190973114567e-01	2.580162860332567143e-01	6.055774812142444841e-01
1.073752729107141091e-01	8.192197231879437547e-02	-4.081950483749535175e-01	7.316262568348468331e-01	9.484575742920641206e-01	9.640529996160429604e-01	1.303937285642103650e+00	1.123018352818644927e-01	1.385554426533758543e-01	9.269607063754499165e-01
2.293995203452611209e-01	1.121232589419336900e+00	3.277905179542271452e-01	4.284794260678109756e-01	8.068951229494141231e-01	1.197156154687820662e+00	5.788411251862030094e-01	6.676634446271680901e-01	-3.552641971025528589e-01	-6.363871063506794101e-01
8.264749774718458397e-01	1.045332739099947172e+00	2.496794934580242598e-01	8.118749758952674700e-01	5.271007705190172699e-01	9.365305597232532753e-01	3.579934158835730851e-01	2.883293589032889237e-01	6.364060654097959402e-01	1.143983253883684048e+00
-7.805944878929406416e-02	4.713716540347036299e-02	7.340091955262967316e-01	4.640194436166457104e-01	3.274337474637807610e-02	1.193080197086888589e-01	3.032674296228601296e-01	8.433772506619102716e-01	4.439570883127500478e-01	4.031708977229298552e-01
7.582949890798477144e-01	5.974251613154741847e-01	1.143062547831573017e+00	-7.617781946369467372e-02	4.469663386425936635e-01	3.150988138642018405e-02	-1.066476446791938745e-02	4.215533505950235793e-01	5.342174551491317702e-01	1.230180009748685022e+00
4.911131331805749789e-01	9.275751243790530953e-01	-3.620740692125013448e-03	2.562211104005406304e-01	-1.048244143022832864e-01	6.895102275808077108e-01	-9.260311521125029477e-02	5.928895009261820892e-01	1.075937265421263556e+00	7.368270297285074433e-01
1.153609528933373429e+00	4.087608391560636489e-01	5.734535134392718669e-01	1.082989132743149119e+00	2.384753019165228305e-01	1.700852205571640186e-01	5.181283266883933702e-01	8.662575723880051592e-01	7.477144555136631121e-01	1.166887504208346860e+00
9.394759642993817383e-01	4.779395944227867177e-01	2.196934555712054538e-01	5.906327631480641216e-01	1.019116278078188165e+00	1.117948503105362423e+00	7.895163364649961102e-02	2.610986919580509102e-01	2.589919024651894386e-01	5.694218163156428147e-01
3.667862857984261482e-01	7.595447560235274453e-01	5.541546307225184709e-01	-1.628224068363407773e-01	3.792092958822729232e-01	6.258090866250263229e-01	4.128962880582864314e-01	9.219397246654480460e-01	6.335644315450150721e-01	6.827627682378496488e-01
4.002194813771042803e-01	1.205139401889077533e+00	1.411804009086469858e+00	-1.000351899170056486e-02	5.027102486144676696e-01	4.808390945085059265e-01	6.977927123964033918e-01	1.508920522409551213e+00	6.668720162375945115e-01	5.623042628761788508e-01
-6.547733659471115242e-02	5.053127013519036481e-01	5.304238516367019152e-01	1.366996591547511963e+00	1.126744040327873897e+00	5.960893977409505995e-01	1.082605324774357447e+00	1.205235280266333087e+00	4.475501237227198503e-01	1.090180785109506889e+00
5.102073774739519507e-01	7.949849369087196305e-01	9.890629976233410170e-02	6.464549887233258518e-01	4.040164724826995069e-01	9.321037118000751187e-01	7.612723764276450866e-02	8.028981097467728922e-01	4.893996980174360467e-01	8.982266710684613242e-01
6.426991743227014608e-02	4.737345564981039203e-01	1.427934993091403149e-01	2.288158018049827602e-01	1.007985162418320035e+00	5.022554121323540288e-01	1.136801269040096152e+00	-4.029841515213582887e-02	3.012722329276632527e-01	8.938696349873684888e-01
1.250714274804441306e+00	3.425973624982431853e-01	1.012339538269825479e+00	4.242593494423191336e-01	3.858130057857979689e-01	9.107214603930637864e-01	2.133138316529523126e-01	2.898752715112966061e-01	9.696261160195956963e-01	2.534502595842521022e-01
6.467359217601523769e-01	6.071540405491543391e-01	8.187431819757684526e-01	4.808183965375431024e-01	9.632329970008379760e-01	5.758784146367668111e-01	6.429117417378451549e-01	7.143733815274493359e-01	1.066081301020405769e+00	9.860593913940339794e-01
7.648179256937346349e-01	7.597987318401764334e-01	1.004074698159449053e+00	8.908511445205145041e-01	7.064695270426316620e-01	7.752622124572722262e-01	5.622699331998182171e-01	5.357706299875307776e-01	6.016122178616066796e-01	6.649786459159738872e-01
1.452019050674289602e+00	1.115828096327419333e-01	8.245226419510103266e-01	9.482802357605343291e-01	2.690715338699213866e-01	1.885790810134682915e-01	-4.345795447171148934e-02	7.089407340817143188e-01	4.332461383132890642e-01	8.051532260791097739e-01
