requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness
7255,517846,2018-07-02 12:00:00,50840,1.0,0.5,0,50349,0,0.03153917525582959,0.0,0.0
7062,607942,2018-07-02 12:00:00,50338,3.0,0.7026191396762097,1,50349,22,0.06957002476941758,0.28946039621893555,0.651285891492605
7172,604771H,2018-07-02 12:00:00,50268,2.0,0.7873489231435145,0,50240,12,0.1690198007666927,0.8452625151947782,0.8452625151947782
7181,604773H,2018-07-02 12:00:00,50841,1.0,0.8760434770642507,0,50841,12,0.32470349268588383,1.0,1.0
7182,604727H,2018-07-02 12:00:00,50261,3.0,0.8922630654823567,0,50261,12,0.43728090666846386,1.0,1.0
7252,607856,2018-07-02 18:00:00,50911,3.0,0.5064344690885457,0,50909,1,0.05402650061072269,1.0,1.0
7185,604749H,2018-07-02 12:00:00,51199,1.0,0.868394479741686,0,51198,12,0.13767200044031125,1.0,1.0
7193,604904H,2018-07-02 12:00:00,51198,1.0,0.780483030942401,1,51199,12,0.03219564760262855,0.36414414510309,0.8193243264819525
7196,604760H,2018-07-02 12:00:00,50267,2.0,0.5545374090931625,1,50240,11,0.054790229567546464,0.15792530213010073,0.35533192979272665
7198,603906,2018-07-02 12:00:00,51200,2.0,0.8161111193332888,1,50841,11,0.1901027479756758,0.39687108113702935,0.892959932558316
7199,604726H,2018-07-02 12:00:00,50675,1.0,0.7529075607118828,1,51199,11,0.696453688473966,0.30383166176976734,0.6836212389819765
7201,604738H,2018-07-02 12:00:00,50230,1.0,0.8819332743121153,1,50268,11,0.06678822248342324,0.46959391508058707,1.0
7166,604796H,2018-07-02 12:00:00,50909,2.0,0.7824135780531689,1,50267,13,0.10711724763254582,0.3641504314689422,0.81933847080512
7203,604758H,2018-07-02 12:00:00,50269,1.0,0.8848468692975915,1,50263,11,0.07187171294408466,0.5403186279272203,1.0
7213,600108,2018-07-02 12:00:00,50841,1.0,0.615619824701282,1,50269,10,0.3479263936326771,0.33743757458130863,0.7592345428079444
7214,604749H,2018-07-02 12:00:00,51200,2.0,0.5950275990859147,1,51199,10,0.11536188795738019,0.7284017888588382,1.0
7221,603904,2018-07-02 13:00:00,51087,1.0,0.41085803105664875,1,50841,9,0.010000418352524229,0.5505703818520518,1.0
7233,518622,2018-07-02 12:00:00,50268,1.0,0.5581265700551178,0,50675,8,0.1343441315893086,0.8922131901201461,0.8922131901201461
7238,518475,2018-07-02 12:00:00,50841,2.0,0.44748736973318837,1,50911,8,0.34983893895554735,0.28089970439804113,0.6320243348955925
7239,604771H,2018-07-02 13:00:00,50266,1.0,0.43040196500710454,0,50240,8,0.002090184240759609,0.8396882385340395,0.8396882385340395
7241,604802H,2018-07-02 13:00:00,50269,1.0,0.46585364895028386,0,50269,7,0.030503183372246754,0.7868857304792315,0.7868857304792315
7243,604895H,2018-07-02 13:00:00,50840,1.0,0.31550724637681155,0,50338,7,0.010328662411440075,0.0,0.0
7061,519392,2018-07-02 13:00:00,50675,1.0,0.37613194081896245,1,50911,23,0.3205533886781968,0.14619149465202386,0.32893086296705365
7245,607795,2018-07-02 13:00:00,50240,1.0,0.3892649786445202,1,50911,6,0.0035139416490509528,0.14942065298858345,0.3361964692243128
7208,604799H,2018-07-02 13:00:00,50230,2.0,0.6760095620548425,1,51198,10,0.05104200036717086,0.4765851884990072,1.0
7164,604900H,2018-07-02 13:00:00,51198,2.0,0.6923244477191172,1,50266,13,0.031127453507478156,0.6388449727926134,1.0
7206,604734H,2018-07-02 13:00:00,51199,3.0,0.618655302520558,1,50268,10,0.16470116923861963,0.31657365099884166,0.7122907147473938
7161,604727H,2018-07-02 13:00:00,50841,1.0,0.566148870978994,1,50261,13,0.31333640326128753,0.4385405649060389,0.9867162710385875
7163,604761H,2018-07-02 13:00:00,50675,2.0,0.26425911631256765,0,50349,13,0.26249397628730703,0.048840629258701994,0.048840629258701994
7063,603906,2018-07-02 12:00:00,50841,1.0,0.41897731511768516,0,50841,21,0.19629689170660888,1.0,1.0
7065,604832H,2018-07-02 13:00:00,50268,1.0,0.4071453378063402,1,50267,21,0.05303275928590856,0.39357567529161713,0.8855452694061385
7071,604773H,2018-07-02 13:00:00,50841,1.0,0.3916019016677096,0,50841,21,0.22740451323305175,1.0,1.0
7074,605235,2018-07-02 14:00:00,50909,2.0,0.32076838322120454,1,50911,19,0.01136549704507805,0.3527370648201577,0.7936583958453549
7075,604760H,2018-07-02 14:00:00,50267,1.0,0.28948873448257306,1,50240,19,0.020175318806101444,0.19844629606220812,0.44650416613996824
7077,603522H,2018-07-02 14:00:00,50268,1.0,0.43898220454766257,2,50911,19,0.08492048934360996,0.23746365900873573,0.9023619042331956
7086,606523,2018-07-02 14:00:00,50840,2.0,0.2790948275862069,0,50911,18,0.0062640048486799615,0.0,0.0
7087,518475,2018-07-02 14:00:00,50841,1.0,0.30926724137931033,0,50911,17,0.4310803246540495,0.0,0.0
7088,603680,2018-07-02 14:00:00,50692,2.0,0.3452383394110621,1,50349,17,0.01815375223335551,0.16756995981282405,0.3770324095788541
7099,604800H,2018-07-02 14:00:00,51200,2.0,0.39542573770158207,1,50911,16,0.11927803109637691,0.18552641939160935,0.41743444363112103
7079,520263,2018-07-02 14:00:00,50266,1.0,0.5855088107619996,1,50909,19,0.0040231074550604465,0.4126054851300802,0.9283623415426805
7125,604739H,2018-07-02 14:00:00,50269,1.0,0.5677602061659566,1,51199,15,0.05131068004875594,0.3199962412506993,0.7199915428140735
