0	13	0.475339
0	3	0.324520
0	8	0.212144
0	7	0.126647
0	4	0.122437
0	18	0.116718
0	2	0.101868
0	15	0.029513
0	19	0.026801
0	17	0.003664
0	10	0.002678
0	1	-0.006718
0	0	-0.008730
0	12	-0.012948
0	16	-0.014693
0	5	-0.018315
0	6	-0.026478
0	11	-0.049940
0	9	-0.099160
0	14	-0.137528
1	13	0.413773
1	4	0.230279
1	3	0.210361
1	7	0.193768
1	0	0.165362
1	8	0.138695
1	19	0.111408
1	10	0.059427
1	6	0.041151
1	2	0.040894
1	1	0.027295
1	5	0.020919
1	12	0.015456
1	11	0.014662
1	15	-0.001175
1	18	-0.020168
1	17	-0.025139
1	14	-0.082031
1	9	-0.177631
1	16	-0.279281
2	13	0.367304
2	3	0.118835
2	7	0.073233
2	4	0.040635
2	8	-0.027312
2	18	-0.056820
2	16	-0.074076
2	0	-0.074769
2	5	-0.080852
2	17	-0.129367
2	10	-0.134265
2	15	-0.134557
2	12	-0.141261
2	14	-0.142616
2	11	-0.150252
2	2	-0.152611
2	9	-0.161245
2	19	-0.189495
2	1	-0.190837
2	6	-0.262292
3	13	0.322601
3	4	0.113557
3	7	0.094196
3	3	-0.006839
3	12	-0.042449
3	11	-0.089884
3	18	-0.093389
3	16	-0.115348
3	8	-0.117869
3	0	-0.143317
3	14	-0.157782
3	15	-0.157917
3	10	-0.163607
3	5	-0.183610
3	9	-0.226330
3	6	-0.239656
3	17	-0.244971
3	2	-0.255847
3	19	-0.303285
3	1	-0.313378
4	13	0.254376
4	7	0.133509
4	4	0.047426
4	3	-0.017780
4	16	-0.018405
4	11	-0.097634
4	8	-0.107184
4	12	-0.114075
4	18	-0.132380
4	14	-0.134160
4	10	-0.151729
4	15	-0.163410
4	9	-0.190161
4	0	-0.226096
4	1	-0.254843
4	17	-0.258306
4	5	-0.262367
4	19	-0.274463
4	2	-0.277474
4	6	-0.281030
5	13	0.432821
5	7	0.311501
5	3	0.304028
5	8	0.224451
5	5	0.204416
5	4	0.200401
5	2	0.087262
5	9	0.064649
5	6	0.052987
5	0	0.036179
5	19	0.035181
5	15	-0.004371
5	12	-0.010568
5	16	-0.020043
5	17	-0.035297
5	11	-0.036869
5	1	-0.044783
5	10	-0.059237
5	18	-0.098257
5	14	-0.162502
6	13	0.336392
6	7	0.226509
6	3	0.066219
6	0	0.065289
6	4	0.033195
6	8	-0.010748
6	5	-0.039798
6	2	-0.053892
6	10	-0.063691
6	12	-0.079037
6	1	-0.103969
6	14	-0.107862
6	15	-0.132618
6	18	-0.135924
6	11	-0.143722
6	19	-0.161528
6	17	-0.168574
6	9	-0.174647
6	6	-0.181932
6	16	-0.253090
7	13	0.391084
7	4	0.213916
7	7	0.192154
7	3	0.109227
7	5	0.038682
7	0	0.001712
7	1	-0.002902
7	12	-0.009480
7	6	-0.010359
7	8	-0.011299
7	14	-0.020162
7	9	-0.027787
7	19	-0.032181
7	2	-0.033973
7	15	-0.069675
7	11	-0.085642
7	17	-0.115339
7	10	-0.191400
7	18	-0.194947
7	16	-0.207681
8	13	0.361519
8	7	0.206431
8	4	0.127356
8	3	0.039647
8	11	-0.009409
8	12	-0.038634
8	8	-0.041219
8	1	-0.071767
8	2	-0.101189
8	14	-0.102759
8	16	-0.103229
8	9	-0.135676
8	6	-0.142627
8	19	-0.145235
8	0	-0.159198
8	5	-0.168632
8	17	-0.170030
8	10	-0.179690
8	18	-0.189233
8	15	-0.210953
9	13	0.336539
9	7	0.177965
9	3	0.155474
9	4	0.124890
9	8	0.076569
9	10	0.060840
9	19	0.027056
9	18	-0.012477
9	15	-0.012618
9	0	-0.019683
9	12	-0.023045
9	1	-0.023570
9	14	-0.025909
9	2	-0.047597
9	11	-0.067405
