-7.960896492004394531e-01	-6.625971198081970215e-01	1.092718958854675293e+00	6.867052316665649414e-01	1.686656117439270020e+00	6.650835871696472168e-01	3.521657288074493408e-01	-1.417693495750427246e-01	-8.340038061141967773e-01	-6.467260718345642090e-01
-8.138057589530944824e-01	-4.998397231101989746e-01	-3.353721648454666138e-02	7.044008970260620117e-01	-1.945758700370788574e+00	-8.340707421302795410e-01	4.023663997650146484e+00	9.202089160680770874e-02	-6.857737302780151367e-01	-3.437170982360839844e-01
-1.178357720375061035e+00	1.209154911339282990e-02	-9.922059774398803711e-01	-4.975526034832000732e-01	-1.150289535522460938e+00	-1.505051553249359131e-01	1.410777091979980469e+00	-8.784300684928894043e-01	-1.277305483818054199e+00	8.894369006156921387e-01
2.661379337310791016e+00	-7.829489111900329590e-01	7.364583015441894531e-01	-4.289723038673400879e-01	3.951601088047027588e-01	-8.106802701950073242e-01	-3.267471790313720703e-01	-8.114584684371948242e-01	-1.904121935367584229e-01	3.273054957389831543e-01
-3.778020143508911133e-01	-1.386179327964782715e+00	3.928458392620086670e-01	-9.289552569389343262e-01	-8.709400892257690430e-01	-7.965230345726013184e-01	-6.992535591125488281e-01	-8.552798628807067871e-01	-8.843502402305603027e-01	1.197301268577575684e+00
-2.808123454451560974e-02	-4.944453537464141846e-01	-7.436912506818771362e-02	2.681369520723819733e-02	-2.559098005294799805e-01	5.804116725921630859e-01	5.235417485237121582e-01	9.586692452430725098e-01	-3.232578337192535400e-01	-7.912161946296691895e-01
-1.130244731903076172e+00	-5.548070669174194336e-01	3.449083089828491211e+00	3.385823071002960205e-01	-1.709997296333312988e+00	-8.070152401924133301e-01	2.726462841033935547e+00	-6.092355847358703613e-01	-6.340780854225158691e-01	-4.542275369167327881e-01
-7.494862079620361328e-01	-5.085658431053161621e-01	3.502115964889526367e+00	1.377698898315429688e+00	-1.395530581474304199e+00	-8.113669157028198242e-01	2.415395975112915039e+00	-6.123927235603332520e-01	-6.668577790260314941e-01	-4.678277075290679932e-01
-8.814145326614379883e-01	-6.570373773574829102e-01	1.930836319923400879e+00	-9.218085408210754395e-01	-1.347332298755645752e-01	-6.645795702934265137e-01	2.605263710021972656e+00	-9.252199530601501465e-01	-6.287981271743774414e-01	-5.104684829711914062e-01
-9.426536560058593750e-01	-7.358560562133789062e-01	1.994886636734008789e+00	-7.411609888076782227e-01	-1.098467782139778137e-01	-6.038811802864074707e-01	2.489021062850952148e+00	-4.957858920097351074e-01	-4.791615605354309082e-01	-8.267663717269897461e-01
7.097365707159042358e-02	-6.583768129348754883e-01	2.886085748672485352e+00	-7.951917648315429688e-01	-3.695196807384490967e-01	-5.061263442039489746e-01	3.193135559558868408e-01	-6.698654294013977051e-01	-9.247919917106628418e-01	-7.015284895896911621e-01
-3.016290068626403809e-01	-7.874593138694763184e-01	2.305091381072998047e+00	-5.244770050048828125e-01	-5.819424390792846680e-01	-6.938973665237426758e-01	6.500004976987838745e-02	-6.484935283660888672e-01	-6.521505117416381836e-01	-6.781488656997680664e-01
-4.897200167179107666e-01	-6.026573777198791504e-01	1.767199635505676270e+00	-6.532157659530639648e-01	-6.368976235389709473e-01	-5.882253050804138184e-01	-2.549105286598205566e-01	-6.490126252174377441e-01	-8.135548233985900879e-01	-6.017295122146606445e-01
-9.530743360519409180e-01	-6.210080385208129883e-01	1.666516542434692383e+00	-4.333595037460327148e-01	-7.071847915649414062e-01	-1.132035255432128906e+00	-2.158973813056945801e-01	-6.559141278266906738e-01	-7.068694829940795898e-01	-5.210958719253540039e-01
-7.558315992355346680e-01	-5.735331773757934570e-01	9.531934261322021484e-01	-6.214032173156738281e-01	-9.583309292793273926e-01	-5.772851109504699707e-01	-4.036728441715240479e-01	-4.019203484058380127e-01	-8.452052474021911621e-01	-4.356946647167205811e-01
-5.973590016365051270e-01	-5.775498151779174805e-01	-1.614225655794143677e-01	-4.604684710502624512e-01	-2.075013637542724609e+00	-7.625118494033813477e-01	-7.713068276643753052e-02	-6.654148697853088379e-01	-3.378980755805969238e-01	-3.864939212799072266e-01
-5.717055201530456543e-01	-5.066942572593688965e-01	-2.804993987083435059e-01	-5.199449062347412109e-01	-2.910515785217285156e+00	-5.722076296806335449e-01	-2.402487546205520630e-01	-6.490830779075622559e-01	1.941640675067901611e-01	-2.452252954244613647e-01
-8.230165243148803711e-01	-6.369327306747436523e-01	-5.162948966026306152e-01	-4.457293450832366943e-01	-4.144462108612060547e+00	-7.773677110671997070e-01	-1.272784173488616943e-01	-3.520283997058868408e-01	-5.972228646278381348e-01	-2.125166952610015869e-01
-4.790939390659332275e-01	-5.641151070594787598e-01	-4.598588943481445312e-01	-4.018418788909912109e-01	-4.264033317565917969e+00	-5.206617712974548340e-01	-1.089142039418220520e-01	-6.528434157371520996e-01	-6.521009206771850586e-01	-1.749959588050842285e-01
-8.434255719184875488e-01	-5.886566042900085449e-01	-6.566327810287475586e-01	-4.800506234169006348e-01	-3.764900922775268555e+00	-6.436019539833068848e-01	2.631518542766571045e-01	-4.801101088523864746e-01	-7.575785517692565918e-01	1.597902774810791016e+00
-9.022029042243957520e-01	-5.724691748619079590e-01	-7.817238569259643555e-01	-3.055307269096374512e-01	-2.974041938781738281e+00	-2.305452972650527954e-01	2.002687752246856689e-01	-7.013829946517944336e-01	-9.327594041824340820e-01	1.782091259956359863e+00
7.156722545623779297e-01	-1.009857177734375000e+00	-5.231693387031555176e-01	-1.505092084407806396e-01	-7.358902692794799805e-01	-5.656625628471374512e-01	6.614691615104675293e-01	2.016603708267211914e+00	-1.122610569000244141e+00	1.504420280456542969e+00
