,datetime,buildingID,consumption,generation
328,2018-07-07 16:00:00,1,165.0697,4.840748
329,2018-07-07 17:00:00,1,121.30665,3.4389486
330,2018-07-07 18:00:00,1,105.649284,1.9405627
331,2018-07-07 19:00:00,1,101.449,0.9812131
332,2018-07-07 20:00:00,1,103.75594,0.4542336
333,2018-07-07 21:00:00,1,109.864655,0.008406831
334,2018-07-07 22:00:00,1,113.23753,0.055485636
335,2018-07-07 23:00:00,1,128.93675,0.0
336,2018-07-01 00:00:00,2,260.05731201171875,0.06895539164543152
337,2018-07-01 01:00:00,2,236.31251525878906,0.023704782128334045
338,2018-07-01 02:00:00,2,215.1616973876953,0.016597982496023178
339,2018-07-01 03:00:00,2,215.16163635253906,0.0
340,2018-07-01 04:00:00,2,222.20558166503906,0.0
341,2018-07-01 05:00:00,2,223.35595703125,0.0
342,2018-07-01 06:00:00,2,241.7768096923828,0.046948082745075226
343,2018-07-01 07:00:00,2,276.1106262207031,0.10874956846237183
344,2018-07-01 08:00:00,2,278.6291198730469,0.0
345,2018-07-01 09:00:00,2,289.51904296875,0.5993762612342834
346,2018-07-01 10:00:00,2,319.3374328613281,3.1487464904785156
347,2018-07-01 11:00:00,2,325.4367980957031,5.737191200256348
348,2018-07-01 12:00:00,2,338.3215026855469,7.3994646072387695
349,2018-07-01 13:00:00,2,359.3856201171875,8.431859970092773
350,2018-07-01 14:00:00,2,348.2176513671875,8.516582489013672
351,2018-07-01 15:00:00,2,355.8949279785156,8.71927547454834
352,2018-07-01 16:00:00,2,369.39678955078125,7.768911838531494
353,2018-07-01 17:00:00,2,356.8658752441406,6.584927558898926
354,2018-07-01 18:00:00,2,345.45880126953125,4.993381023406982
355,2018-07-01 19:00:00,2,346.41094970703125,2.7502200603485107
356,2018-07-01 20:00:00,2,320.52984619140625,0.8246321678161621
357,2018-07-01 21:00:00,2,296.1226806640625,0.05392584204673767
358,2018-07-01 22:00:00,2,284.30877685546875,0.0
359,2018-07-01 23:00:00,2,266.9710693359375,0.0
360,2018-07-02 00:00:00,2,260.05731201171875,0.055028222501277924
361,2018-07-02 01:00:00,2,236.31251525878906,0.012255450710654259
362,2018-07-02 02:00:00,2,215.1616973876953,0.019371608272194862
363,2018-07-02 03:00:00,2,215.16163635253906,0.0
364,2018-07-02 04:00:00,2,222.20558166503906,0.0
365,2018-07-02 05:00:00,2,223.35595703125,0.0
366,2018-07-02 06:00:00,2,241.7768096923828,0.04589662700891495
367,2018-07-02 07:00:00,2,276.1106262207031,0.08002089709043503
368,2018-07-02 08:00:00,2,278.6291198730469,0.0
369,2018-07-02 09:00:00,2,289.51904296875,0.7559465765953064
370,2018-07-02 10:00:00,2,319.3374328613281,3.0435843467712402
371,2018-07-02 11:00:00,2,325.4367980957031,5.388284206390381
372,2018-07-02 12:00:00,2,338.3215026855469,6.970226764678955
