requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness,trend,cp_value,threshold
11053,604745H,2018-07-05 08:00:00,50840,1.0,0.8151716360042488,10,51198,11,0.0,0.07585818002124355,1.0,0.7410651236402261,0.054867321654132134
11051,604771H,2018-07-05 16:00:00,50268,1.0,0.5200505980029131,5,50240,11,0.8192118621401173,0.9405325357013578,0.7399617373301226,0.8667509966715219,0.0976507688963423
11048,604904H,2018-07-05 08:00:00,50841,2.0,0.8151716360042488,10,51198,12,0.0,0.07585818002124355,1.0,0.7410651236402261,0.12615751509589565
11036,604897H,2018-07-05 10:00:00,51200,2.0,0.628346755744923,6,51200,12,1.0,0.998498817743263,0.7467121652060182,0.8976382224927473,0.0540247293602683
11046,604749H,2018-07-05 08:00:00,50261,2.0,0.8151716360042488,10,51199,12,0.0,0.07585818002124355,1.0,0.7410651236402261,0.02329962448919557
11041,603906,2018-07-05 12:00:00,50841,1.0,-1.0,0,50841,12,0.0,0.0,0.0,0.0,0.0
11039,604775H,2018-07-05 15:00:00,50263,1.0,-1.0,0,50263,12,0.0,0.0,0.0,0.0,0.0
11054,604902H,2018-07-05 08:00:00,50268,2.0,0.8151716360042488,10,50261,11,0.0,0.07585818002124355,1.0,0.7410651236402261,0.07723314455800376
11035,604832H,2018-07-05 18:00:00,50338,1.0,0.6543453380872395,4,50267,12,0.5742351033479035,0.7856921627469,0.7513390561459832,1.308690676174479,0.04856865200412882
11047,605642,2018-07-05 08:00:00,51200,2.0,0.7729898550582442,10,50911,12,0.21843874863501378,0.7729794857432254,0.7729924473869989,0.7027180500529493,0.03911757365261259
11057,516399,2018-07-05 11:00:00,50909,1.0,-1.0,0,50909,11,0.0,0.0,0.0,0.0,0.0
11076,604752H,2018-07-05 20:00:00,50338,2.0,0.38065132515430344,4,51199,10,0.0,0.01798620996209156,1.0,0.7613026503086069,0.08200790428824226
11061,604726H,2018-07-05 20:00:00,50675,1.0,0.412372268917162,4,51200,11,0.0,0.01798620996209156,1.0,0.824744537834324,0.03907731411548413
11072,606941,2018-07-05 19:00:00,50338,2.0,0.4758141564428792,4,50911,10,0.0,0.01798620996209156,1.0,0.9516283128857584,0.11522274159487483
11074,604733H,2018-07-05 08:00:00,50909,2.0,0.8074848172943321,10,51200,10,0.43556151072403504,0.903854403383428,0.783392420772058,0.734077106631211,-0.0016011096772973815
11077,604733H,2018-07-05 18:00:00,50267,2.0,0.6252302692033872,10,51200,10,0.5310663040341561,0.932417115140342,0.75105447829432,0.568391153821261,0.007993008491761535
11080,604799H,2018-07-05 18:00:00,50675,2.0,0.7405259717442139,4,51199,10,0.7797172620961196,0.9058529850999785,0.8020450478141912,1.4810519434884277,0.00789910987652224
11081,601555,2018-07-05 18:00:00,51199,2.0,0.7432447269450505,10,50911,9,0.0,0.07585818002124355,1.0,0.6756770244955004,0.0005137636361371355
11082,604749H,2018-07-05 08:00:00,50349,2.0,0.7705125253589264,10,51198,9,0.28413224841208484,0.8286293716130672,0.7559833137953912,0.7004659321444785,0.006097830997859439
11084,601085,2018-07-05 08:00:00,50230,2.0,0.766004690625525,10,50349,9,0.23803727682184672,0.7919186646737617,0.7595261971134657,0.696367900568659,0.003215142143405891
11086,604750H,2018-07-05 10:00:00,50230,3.0,-1.0,0,50230,9,0.0,0.0,0.0,0.0,0.0
11033,604761H,2018-07-05 08:00:00,51199,1.0,0.7473881521931061,10,50349,13,0.14803811999062044,0.6791630157735581,0.764444436297993,0.6794437747210055,0.012251045729894177
