requestID,userID,datetime,locationID,chargingLen,originLocationID,originHour,x_value
7255,517846,2018-07-02 21:00:00,50269,1.0,50349,0,0.004980237154150206
7252,607856,2018-07-02 01:00:00,50909,3.0,50909,1,-0.0024999999999999996
12234,607289,2018-07-02 03:00:00,50269,3.0,50269,3,0.013377926421404692
12232,605931,2018-07-02 01:00:00,50349,3.0,50911,5,4.6666666666666705e-05
7245,607795,2018-07-02 06:00:00,50911,1.0,50911,6,3.076923076923079e-05
7241,604802H,2018-07-02 07:00:00,50269,1.0,50269,7,2.222222222222292e-06
7243,604895H,2018-07-02 07:00:00,50338,1.0,50338,7,8.196721311475497e-06
12226,604899H,2018-07-02 07:00:00,50338,2.0,50338,7,1.4492753623188914e-06
7233,518622,2018-07-02 11:00:00,50675,1.0,50675,8,8.695652173913044e-06
7238,518475,2018-07-02 08:00:00,50911,2.0,50911,8,2.8169014084506894e-06
7239,604771H,2018-07-02 12:00:00,50240,1.0,50240,8,4.347826086956522e-06
12215,604748H,2018-07-02 08:00:00,51087,2.0,51087,8,-2.173913043478261e-05
7221,603904,2018-07-02 08:00:00,50911,1.0,50841,9,9.52380952380959e-06
12205,606850,2018-07-02 20:00:00,50349,4.0,50349,9,0.003188405797101459
12199,607855,2018-07-02 16:00:00,50911,1.0,50911,9,3.478260869565218e-05
12196,604895H,2018-07-02 07:00:00,50338,2.0,51198,9,8.196721311475497e-06
7213,600108,2018-07-02 10:00:00,50269,1.0,50269,10,2.4390243902438934e-06
7214,604749H,2018-07-02 14:00:00,51199,2.0,51199,10,0.0014025245441795257
7208,604799H,2018-07-02 10:00:00,51198,2.0,51198,10,2.857142857142891e-06
7206,604734H,2018-07-02 10:00:00,50268,3.0,50268,10,-0.004987212276214885
12194,604748H,2018-07-02 21:00:00,51087,3.0,51087,10,3.478260869565218e-05
12190,604730H,2018-07-02 15:00:00,50263,2.0,50263,10,0.0004576659038901645
12189,604745H,2018-07-02 17:00:00,50263,2.0,50263,10,0.005804146531074573
12187,607688,2018-07-02 10:00:00,50911,1.0,50911,10,23.649488850582493
12186,600108,2018-07-02 10:00:00,50269,2.0,50269,10,2.4390243902438934e-06
12185,606523,2018-07-02 11:00:00,50909,1.0,50909,10,0.002835538752362954
12193,607626,2018-07-02 10:00:00,50911,1.0,50911,10,0.0006211180124223638
7196,604760H,2018-07-02 18:00:00,50240,2.0,50240,11,8.695652173913044e-06
7198,603906,2018-07-02 11:00:00,50841,2.0,50841,11,0.0
7199,604726H,2018-07-02 11:00:00,51200,1.0,51199,11,-0.014881622618419119
7201,604738H,2018-07-02 03:00:00,50268,1.0,50268,11,1.3043478260869566e-05
7203,604758H,2018-07-02 17:00:00,50263,1.0,50263,11,0.00037115588547191207
12184,606789,2018-07-02 17:00:00,50263,3.0,50263,11,-0.0032983508245877126
12179,604727H,2018-07-02 12:00:00,50261,2.0,50261,11,8.695652173913044e-06
12167,604726H,2018-07-02 11:00:00,51200,1.0,51200,11,-0.014881622618419119
12169,604749H,2018-07-02 11:00:00,51200,2.0,51200,11,-0.007200785137944741
12172,604904H,2018-07-02 16:00:00,51199,2.0,51199,11,0.004548494983277599
12173,604895H,2018-07-02 14:00:00,51198,2.0,51198,11,8.196721311475497e-06
12174,604745H,2018-07-02 21:00:00,51198,3.0,51198,11,0.012390508602886933
12177,604738H,2018-07-02 11:00:00,50268,1.0,50268,11,1.3043478260869566e-05
12168,520263,2018-07-02 20:00:00,50909,2.0,50909,11,0.0008361204013378026
7172,604771H,2018-07-02 08:00:00,50240,2.0,50240,12,-1.3043478260869566e-05
7181,604773H,2018-07-02 21:00:00,50841,1.0,50841,12,0.0
7182,604727H,2018-07-02 12:00:00,50261,3.0,50261,12,8.695652173913044e-06
7185,604749H,2018-07-02 14:00:00,51199,1.0,51198,12,0.0014025245441795257
7193,604904H,2018-07-02 12:00:00,51199,1.0,51199,12,0.0367722605921271
12155,604773H,2018-07-02 12:00:00,50841,1.0,50841,12,0.0
12160,604804H,2018-07-02 09:00:00,50230,2.0,50230,12,-1.3043478260869566e-05
12149,604903H,2018-07-02 21:00:00,50266,1.0,50266,12,0.0
12161,605642,2018-07-02 00:00:00,51087,2.0,51087,12,0.003260869565217391
7166,604796H,2018-07-02 14:00:00,50267,2.0,50267,13,3.91304347826087e-05
7164,604900H,2018-07-02 17:00:00,50266,2.0,50266,13,3.478260869565218e-05
7161,604727H,2018-07-02 12:00:00,50261,1.0,50261,13,8.695652173913044e-06
7163,604761H,2018-07-02 21:00:00,50349,2.0,50349,13,0.054719654143967726
7155,606260,2018-07-02 13:00:00,50911,1.0,50911,13,1.2499999999999999e-05
7159,604806H,2018-07-02 13:00:00,50338,1.0,50338,13,5.203368897277608
12141,604802H,2018-07-02 13:00:00,50269,2.0,50269,13,2.222222222222292e-06
12144,607083,2018-07-02 13:00:00,50911,3.0,50911,13,-3.568673096345725
12146,603902,2018-07-02 13:00:00,50338,2.0,50338,13,3.461538461538469e-05
12145,604832H,2018-07-02 15:00:00,50267,1.0,50267,13,3.478260869565218e-05
12147,604895H,2018-07-02 21:00:00,51198,1.0,51198,13,8.196721311475497e-06
7138,606260,2018-07-02 10:00:00,50911,2.0,50909,14,-0.0016304347826086956
12137,604771H,2018-07-02 19:00:00,50240,2.0,50240,14,3.478260869565218e-05
12126,607938,2018-07-02 11:00:00,50911,2.0,50911,14,-1.3043478260869566e-05
7125,604739H,2018-07-02 15:00:00,51200,1.0,51199,15,0.015432793826508723
7114,604728H,2018-07-02 16:00:00,51199,2.0,51198,15,0.0009842636295908213
7115,604802H,2018-07-02 15:00:00,50269,1.0,50269,15,2.222222222222292e-06
7119,604752H,2018-07-02 16:00:00,51199,1.0,51199,15,0.0007246376811594216
7122,607855,2018-07-02 16:00:00,50911,3.0,50911,15,3.478260869565218e-05
7130,604895H,2018-07-02 15:00:00,50338,2.0,50338,15,8.196721311475497e-06
12111,604775H,2018-07-02 18:00:00,50263,2.0,50263,15,1.739130434782609e-05
12114,520263,2018-07-02 18:00:00,50909,2.0,50909,15,0.0008361204013378026
12120,607856,2018-07-02 00:00:00,50909,3.0,50349,15,-0.0024999999999999996
12124,604329,2018-07-02 17:00:00,50911,3.0,50911,15,1.739130434782609e-05
12125,604745H,2018-07-02 12:00:00,51200,2.0,51198,15,0.011608293062149146
12118,601535,2018-07-02 15:00:00,50692,3.0,50692,15,1.739130434782609e-05
7099,604800H,2018-07-02 18:00:00,50911,2.0,50911,16,0.585423058984253
7108,604726H,2018-07-02 20:00:00,51200,2.0,51200,16,-0.011161216963814339
7112,604902H,2018-07-02 16:00:00,50261,2.0,50261,16,0.0
7106,603548,2018-07-02 19:00:00,50911,2.0,50911,16,5.357142857142861e-05
12100,518475,2018-07-02 20:00:00,50911,2.0,50911,16,-0.0012247397428046475
7087,518475,2018-07-02 07:00:00,50911,1.0,50911,17,-0.0012247397428046475
7088,603680,2018-07-02 01:00:00,50349,2.0,50349,17,-0.034782608695652174
12093,605432,2018-07-02 17:00:00,50692,3.0,50692,17,0.014645308924485139
12086,520263,2018-07-02 20:00:00,50909,2.0,50909,17,0.0008361204013378026
7086,606523,2018-07-02 20:00:00,50911,2.0,50911,18,0.003969754253308137
12075,601555,2018-07-02 00:00:00,51087,2.0,51087,18,-0.0014992503748126064
12074,601555,2018-07-02 00:00:00,51087,3.0,51087,18,-0.0016491754122938671
12071,601555,2018-07-02 08:00:00,50911,2.0,50911,18,-0.0014992503748126064
12072,601555,2018-07-02 00:00:00,51087,3.0,51087,18,-0.003679366656013317
12073,601555,2018-07-02 02:00:00,51087,2.0,51087,18,0.0005997001499250425
7074,605235,2018-07-02 21:00:00,50911,2.0,50911,19,-6.528884125413469
7075,604760H,2018-07-02 20:00:00,50240,1.0,50240,19,1.739130434782609e-05
7077,603522H,2018-07-02 21:00:00,50911,1.0,50911,19,4.347826086956522e-06
7079,520263,2018-07-02 20:00:00,50909,1.0,50909,19,0.0008361204013378026
12066,604380H,2018-07-02 21:00:00,50911,2.0,50911,19,1.3043478260869566e-05
