requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness,trend,cp_value,threshold,user_accept
11053,604745H,2018-07-05 12:00:00,50338,1.0,0.6559045943876564,10,51198,11,0.25818045422295416,0.8091586827450886,0.7542378627957266,0.5962769039887784,-112499999.91203153,True
11051,604771H,2018-07-05 16:00:00,50268,1.0,0.560416275295592,7,50240,11,0.8192118621401173,0.963066977748653,0.7399617373301226,0.7005203441194899,-302083333.0872342,True
11048,604904H,2018-07-05 14:00:00,51087,2.0,0.5200072596511469,10,51198,12,0.2463334945510966,0.7992697156128372,0.7101952754862977,0.47273387241013354,-179687499.8558493,True
11036,604897H,2018-07-05 08:00:00,51200,2.0,0.8048697068309856,10,51200,12,0.4996594818686883,0.9240462784370452,0.7750755639294706,0.7316997334827141,-154411764.581601,True
11046,604749H,2018-07-05 08:00:00,50909,2.0,0.7843327133365895,10,51199,12,0.24021265384305995,0.7938819978726701,0.7819453922025693,0.7130297393968995,-179687499.8590652,True
11041,603906,2018-07-05 08:00:00,51199,1.0,0.7868938792754937,10,50841,12,0.3556582955276175,0.8705399422806965,0.7659823635241929,0.7153580720686306,-124999999.90163828,True
11039,604775H,2018-07-05 08:00:00,50230,1.0,0.806955457055813,10,50263,12,0.800853812543653,0.9799964513223329,0.7636952084891828,0.733595870050739,-138888888.77681172,True
11054,604902H,2018-07-05 18:00:00,50268,2.0,0.5489409401530528,5,50261,11,0.8247831146497347,0.9426269491711472,0.7282574135712049,0.9149015669217547,-724999999.4253944,True
11035,604832H,2018-07-05 07:00:00,51087,1.0,0.39205421132370233,5,50267,12,0.4767517154590628,0.760776208632354,0.7736058840126798,0.6534236855395039,-479166666.2883045,True
11047,605642,2018-07-05 09:00:00,50338,2.0,0.3579765333391485,3,50911,12,0.12537655156456698,0.23281714290625066,0.7668197559535059,0.8949413333478712,-224999999.83413577,True
11057,516399,2018-07-05 08:00:00,50267,1.0,0.7532030382651833,10,50909,11,0.2166342806218663,0.7711137825460372,0.7487253521949697,0.6847300347865303,-154411764.58957893,True
11076,604752H,2018-07-05 21:00:00,50267,2.0,0.14199687217171866,5,51199,10,0.27284869721079513,0.5670395926132694,0.7753032346223656,0.23666145361953111,-374999999.71129864,True
11061,604726H,2018-07-05 08:00:00,50349,1.0,0.7646464435348369,10,51200,11,0.24762401736894957,0.8003806878568605,0.755712882454331,0.6951331304862153,-171874999.8685764,True
11072,606941,2018-07-05 18:00:00,50675,2.0,0.4870092272976433,9,50911,10,0.05396002853452038,0.3511378836955011,0.7966690683063274,0.4870092272976433,-124999999.90826637,True
11074,604733H,2018-07-05 10:00:00,51200,2.0,-1.0,0,51200,10,0.0,0.0,0.0,0.0,0.0,False
11077,604733H,2018-07-05 08:00:00,50240,2.0,0.781870179400827,10,51200,10,0.5630063266141645,0.9401035137900324,0.7423118458035256,0.71079107218257,-90909090.8380118,True
11080,604799H,2018-07-05 10:00:00,51199,2.0,-1.0,0,51199,10,0.0,0.0,0.0,0.0,0.0,False
11081,601555,2018-07-05 08:00:00,50911,2.0,0.6898017253410745,8,50911,9,1.0,0.9990889488055994,0.6124799194749433,0.7664463614900828,-687499999.5257121,True
11082,604749H,2018-07-05 09:00:00,51198,2.0,-1.0,0,51198,9,0.0,0.0,0.0,0.0,0.0,False
11084,601085,2018-07-05 09:00:00,50841,2.0,0.6097569510187669,10,50349,9,0.2535808052332566,0.8054003583218607,0.7813385680881726,0.5543245009261517,-112499999.93140236,True
11086,604750H,2018-07-05 10:00:00,50261,3.0,0.5947260205846292,7,50230,9,0.2753166242086379,0.6861512623155183,0.7742599528398482,0.7434075257307865,-112499999.92769854,True
11033,604761H,2018-07-05 09:00:00,50261,1.0,0.5531710792399707,6,50349,13,0.14450841445905785,0.43086115695910976,0.7732910031379995,0.7902443989142438,-173076922.95012474,True
11087,604802H,2018-07-05 18:00:00,50338,1.0,0.45608729933851677,6,50269,9,0.3744166592846125,0.7284325874435389,0.7498589195232921,0.6515532847693097,-321428571.17921823,True
11060,603522H,2018-07-05 18:00:00,50911,2.0,-1.0,0,50911,11,0.0,0.0,0.0,0.0,0.0,False
11025,607507,2018-07-05 15:00:00,50675,2.0,0.29987911418869795,6,50911,13,0.18321094273616467,0.5013143249401419,0.7768077539492976,0.4283987345552828,-237499999.85455245,True
10970,607856,2018-07-05 20:00:00,50911,2.0,-1.0,0,50911,16,0.0,0.0,0.0,0.0,0.0,False
11013,604802H,2018-07-05 08:00:00,50338,1.0,0.6867969165092785,1,50269,14,0.3744166592846125,0.434548904453224,0.7498589195232921,3.4339845825463926,-2249999998.2545276,True
11090,604804H,2018-07-05 09:00:00,50230,2.0,-1.0,0,50230,9,0.0,0.0,0.0,0.0,0.0,False
11104,604899H,2018-07-05 09:00:00,50269,2.0,0.6961936127948078,8,50338,7,0.6236800067517565,0.9245053887301184,0.767409079416209,0.7735484586608976,-223214285.5562977,True
10912,605432,2018-07-05 10:00:00,50266,3.0,0.7057709577923499,10,50911,22,0.13179687878908472,0.649043223463997,0.7629724992257385,0.641609961629409,-124999999.91069959,True
10924,604800H,2018-07-05 09:00:00,50840,3.0,0.7222245881660202,10,50911,21,0.14509508293890563,0.6740145648389034,0.7794161307581758,0.6565678074236547,-9765624.992679615,True
10930,607263,2018-07-05 20:00:00,50911,3.0,-1.0,0,50911,20,0.0,0.0,0.0,0.0,0.0,False
