requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness,trend,cost,cp_value
10600,605073H,2018-07-06 08:00:00,50230,2.0,0.7846813407488873,10,50911,16,0.12483597481167952,0.2588312880669637,0.8096824546713821,0.7596802268263925,4.1,0.19138569286558227
10576,605079H,2018-07-06 08:00:00,50909,2.0,0.7453945578995256,10,50911,19,0.10287179966262823,0.16692303959318147,0.7093866096279623,0.7814025061710888,4.1,0.1818035507072014
10595,604895H,2018-07-06 08:00:00,50240,1.0,0.7655487191866991,10,50911,17,0.036574871992408164,0.2372466523186124,0.7911986271942841,0.739898811179114,4.1,0.18671919980163393
10591,520263,2018-07-06 08:00:00,50349,1.0,0.8008727814260812,10,50909,17,0.12686454324722238,0.3100833163550216,0.8455700189238604,0.7561755439283019,4.1,0.1953348247380686
10590,604760H,2018-07-06 08:00:00,50267,2.0,0.7640324517064835,10,50240,17,0.11938007057913805,0.22469277678562974,0.7792798586538212,0.7487850447591458,4.1,0.186349378464996
10587,605073H,2018-07-06 08:00:00,50338,1.0,0.6558076979976899,10,50911,17,0.06379615123572283,0.09592700712573121,0.5638193627843757,0.7477960332110041,4.1,0.1599530970726073
10585,602821,2018-07-06 08:00:00,51199,2.0,0.6490681050454932,6,50349,18,0.239552607892387,0.20315856359085271,0.5332834742107695,0.7648527358802168,2.5,0.25962724201819726
10582,603548,2018-07-06 08:00:00,50840,2.0,0.5379290900106217,10,50692,18,0.051593550079933596,0.0,0.07585818002124355,1.0,4.1,0.1312022170757614
10573,604620H,2018-07-06 09:00:00,50338,1.0,0.5403587370996807,10,50349,19,0.11814052648177868,0.18207563949788325,0.7305967501314833,0.7672397491974564,4.1,0.1317948139267514
10552,603522H,2018-07-06 09:00:00,51198,2.0,0.5738086646752499,10,50911,21,0.04883472841890527,0.16133463815151913,0.7009171219024086,0.7381585768069483,4.1,0.13995333284762196
10565,605079H,2018-07-06 09:00:00,50240,1.0,0.6485518747430271,10,50692,20,0.059138860675617196,0.1692020098416181,0.7127354310113232,0.7723543691248838,4.1,0.15818338408366517
10559,604903H,2018-07-06 09:00:00,50269,1.0,0.8117133650117296,10,50266,21,0.0944167224637556,0.5757111969214307,0.9429557340590964,0.7670537548989472,4.1,0.19797886951505603
10557,518009,2018-07-06 09:00:00,50841,2.0,0.5215264778767412,1,50911,21,0.8536718505316124,0.21658842762541686,0.26198840527721984,0.7810645504762627,0.5,1.0430529557534824
10551,604832H,2018-07-06 09:00:00,51087,1.0,0.8183350118582571,10,50267,21,0.041410041128433536,0.5194888300458858,0.9294318669459594,0.7072381567705548,4.1,0.19959390533128224
10549,607289,2018-07-06 09:00:00,50268,2.0,0.5110804411674961,3,50349,21,0.33452859026459303,0.16167714187403814,0.28991397096112526,0.7322469113738668,1.3,0.3931388008980739
10535,518009,2018-07-06 09:00:00,50349,1.0,0.5144672848447109,4,50911,23,0.28984190817912,0.1438432756445187,0.3135167355427168,0.715417834146705,1.7,0.30262781461453586
10534,603912,2018-07-06 09:00:00,50261,2.0,0.5299233553687507,3,50911,23,0.35964994969469843,0.15939841827372042,0.28644541127494877,0.7734012994625525,1.3,0.4076333502836544
10603,603990,2018-07-06 09:00:00,51200,1.0,0.515314870728144,3,50911,16,0.36856216064705394,0.1644247376839288,0.2940763871495465,0.7365533543067415,1.3,0.3963960544062646
10568,603522H,2018-07-06 08:00:00,51200,3.0,0.4388894948462203,2,50911,20,0.48207526478372137,0.20035079771289904,0.2923281932808313,0.7728584625653537,0.9,0.4876549942735781
10604,603904,2018-07-06 09:00:00,50841,2.0,0.47215167118314977,1,50911,15,0.9079699342488856,0.2608677343739034,0.31185454187796213,0.7813925453410662,0.5,0.9443033423662995
10687,607263,2018-07-06 08:00:00,50268,2.0,0.41554436241413084,2,50911,4,0.3957522924261298,0.0,0.01098694263059318,1.0,0.9,0.46171595823792316
10610,600963,2018-07-06 08:00:00,50261,3.0,0.4156129476723361,2,50911,15,0.32433959838875726,0.0,0.01098694263059318,1.0,0.9,0.46179216408037344
10700,605432,2018-07-06 08:00:00,50841,3.0,0.41638520040015625,1,50911,0,0.6245480416458913,0.0,0.008577485413711984,1.0,0.5,0.8327704008003125
10606,519392,2018-07-06 10:00:00,50263,2.0,0.3591870768947574,10,50675,15,0.01218048253434846,0.13663524800540028,0.6584687080544714,0.7630098107483554,4.1,0.08760660412067253
10689,605931,2018-07-06 10:00:00,50692,1.0,0.40872152309161713,10,50911,3,0.011703521569353286,0.17170180941346036,0.7163415252438147,0.7331159280750282,4.1,0.09968817636380907
10688,604738H,2018-07-06 10:00:00,50266,2.0,0.5384656746109057,10,50268,3,0.020192559047123474,0.6800331539901958,0.9628138663920677,0.7670335086716726,4.1,0.1313330913685136
10682,607289,2018-07-06 10:00:00,50269,3.0,0.4191215636213751,9,50269,5,0.09163388272663565,0.09999513063438883,0.513177277271191,0.772756748641282,3.7,0.11327609827604732
10672,604771H,2018-07-06 10:00:00,50267,2.0,0.5869374076440583,6,50240,9,0.16222749591182087,0.6393694855913942,0.8882142192219271,0.7640851771423769,2.5,0.23477496305762333
10671,607263,2018-07-06 10:00:00,50230,1.0,0.4382665275862744,5,50911,9,0.1865687972594032,0.15893716268945338,0.3974366023631287,0.7423346338231437,2.1,0.20869834646965446
10669,602821,2018-07-06 10:00:00,50840,1.0,0.4452098669765645,10,50349,9,0.06836173328123213,0.0,0.07585818002124355,1.0,4.1,0.10858777243330843
