requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness
10000,518009,2018-07-07 12:00:00,50338,3.0,0.8686116206488785,0,50911,18,0.5115567485018844,0.21376399767202098,0.9833143892912966
10047,604733H,2018-07-07 04:00:00,50840,1.0,0.05882352941176471,2,51199,14,0.07939437820577952,0.0,0.0
10042,604804H,2018-07-07 12:00:00,51198,2.0,0.8727270689236312,0,50230,15,0.07959741277142618,0.7538597517116516,1.0
10037,604749H,2018-07-07 12:00:00,50840,1.0,0.5,0,51200,15,0.11011782460469584,0.0,0.0
10027,605074H,2018-07-07 12:00:00,51200,1.0,0.8265067557921113,3,50911,16,0.24763521096395294,0.21511728323781368,0.9142484537607081
10024,604771H,2018-07-07 12:00:00,50230,2.0,0.8832733916910187,0,50240,16,0.06688899722498826,0.7038888584179294,1.0
10019,606620,2018-07-07 12:00:00,50841,1.0,0.7607139466001435,0,50911,16,0.24821417872268015,0.1650179301039302,0.775584271488472
10017,604735H,2018-07-07 12:00:00,50909,1.0,0.87336981068611,4,50268,16,0.07715288385023633,0.4328002188264161,1.0
9992,604800H,2018-07-07 13:00:00,50840,2.0,0.24207492795389046,0,50911,19,0.14699582045314133,0.0,0.0
9977,605432,2018-07-07 12:00:00,50267,1.0,0.7158198012782706,0,50911,20,0.15534778354575385,0.1782402322627781,0.6773128825985567
9987,606363,2018-07-07 12:00:00,51199,4.0,0.866094761130255,5,50909,20,0.10744713033151619,0.25147926786541086,1.0
9980,601535,2018-07-07 12:00:00,50269,2.0,0.8567289826248721,0,50840,20,0.16933835761835903,0.20119620665642385,0.9456221712851922
9979,603906,2018-07-07 08:00:00,50911,1.0,0.32393019290817976,3,50841,20,0.061095276285811864,0.4062847966681507,1.0
9978,604903H,2018-07-07 08:00:00,51199,2.0,0.4152573947992526,1,50266,20,0.7501770000762217,0.4879886098016382,1.0
9976,605432,2018-07-07 12:00:00,50841,3.0,0.6625047045668518,0,50911,21,0.6046708584446666,0.21020549592506535,0.8933733576815277
9973,605235,2018-07-07 12:00:00,50268,1.0,0.7467461772334354,0,51087,21,0.15249902462409756,0.18079815903379282,0.7683921758936194
9971,604900H,2018-07-07 12:00:00,50261,1.0,0.8906391940207488,0,50266,21,0.22184761757672336,0.4670274083788744,1.0
9969,605235,2018-07-07 12:00:00,50268,1.0,0.48242558963382637,2,50911,22,0.10709681535442424,0.18079815903379282,0.6870330043284126
10048,604904H,2018-07-07 12:00:00,51200,3.0,0.5986757564104261,0,51198,14,0.09591015408694945,0.3603521134256546,1.0
9989,605079H,2018-07-07 08:00:00,50240,1.0,0.37870179446812824,4,50692,19,0.11201012160184701,0.17443994125358078,0.8024237297664716
10049,604745H,2018-07-07 13:00:00,50267,2.0,0.48556252271880074,0,51199,14,2.06629940049623,0.26998741102986984,1.0
10087,604804H,2018-07-07 13:00:00,50261,1.0,0.5449589999746889,1,50230,12,0.07040420185408007,0.8248544875423391,1.0
10061,601535,2018-07-07 13:00:00,50911,2.0,0.49178303762588294,3,50692,14,0.03435068751045873,0.239727455486591,1.0
10135,606789,2018-07-07 14:00:00,51198,2.0,0.40275355985687716,4,50909,6,0.09963728515006155,0.1731800870222241,0.7966284003022308
10056,607289,2018-07-07 13:00:00,51087,2.0,0.4403094858180128,0,50269,14,0.13504116145096,0.14591449685032293,0.554475088031227
10132,518475,2018-07-07 13:00:00,50909,3.0,0.5067191462497077,5,50911,7,0.09595010700486968,0.13080902021707747,0.6148023950202641
10122,604804H,2018-07-07 13:00:00,50266,2.0,0.7161129740426445,3,50230,9,0.13153601949694324,0.8281777072147259,1.0
10121,604758H,2018-07-07 13:00:00,50675,1.0,0.7728104021641325,0,50263,9,0.0785916980042616,0.6817593993235281,1.0
