requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,x_value
18866,606941,2018-07-01 18:00:00,50268,3.0,0.25844670628232375,10,51087,17,0.0001616504609301949
18879,604897H,2018-07-01 14:00:00,50268,1.0,0.21620147311429874,10,51200,16,0.050288050422546894
18863,604760H,2018-07-01 17:00:00,50240,1.0,-1.0,0,50240,17,0.07625993913364497
18873,V009198,2018-07-01 17:00:00,50911,2.0,-1.0,0,50911,17,0.04779562469261485
18876,604725H,2018-07-01 16:00:00,50261,2.0,-1.0,0,50261,16,0.0001068339978072057
18878,604738H,2018-07-01 18:00:00,50338,2.0,0.31688907973339575,10,50268,16,0.40051928308675794
18881,604836H,2018-07-01 18:00:00,50675,2.0,0.3483712569410699,10,50269,16,0.002218913699670715
18891,604749H,2018-07-01 19:00:00,50675,1.0,0.003935021594032195,10,51200,15,0.025265903632260236
18884,604771H,2018-07-01 17:00:00,50675,2.0,0.07777777777777778,10,50240,16,0.00966927755567143
18885,604739H,2018-07-01 05:00:00,50261,1.0,0.025,10,51199,15,-0.0071116299877523395
18889,605077H,2018-07-01 21:00:00,51087,2.0,-1.0,0,51087,15,0.1563918665059809
18861,605454,2018-07-01 21:00:00,50692,2.0,-1.0,0,50692,18,0.6468667517041221
18895,604976,2018-07-01 08:00:00,50240,1.0,0.26089245258068255,5,50911,15,-0.0013211866792386155
18897,604728H,2018-07-01 18:00:00,50267,1.0,0.34850511545122165,6,51198,15,0.021097115654094376
18958,604771H,2018-07-01 19:00:00,50240,2.0,-1.0,0,50240,11,0.0016115462592785716
18882,518475,2018-07-01 19:00:00,50911,3.0,-1.0,0,50911,16,-0.7674297847016731
18858,506530,2018-07-01 18:00:00,50909,2.0,-1.0,0,50909,18,-0.3474692727251149
18846,607289,2018-07-01 20:00:00,50911,3.0,-1.0,0,50911,20,0.14690979916813732
18852,606909,2018-07-01 08:00:00,50266,3.0,0.2816849345251207,10,50692,19,0.04724193427929919
18940,606102,2018-07-01 21:00:00,50911,3.0,-1.0,0,50911,12,0.7564606976175514
18941,604733H,2018-07-01 12:00:00,51200,1.0,-1.0,0,51200,12,-0.023469697891467897
18944,604895H,2018-07-01 12:00:00,50338,2.0,-1.0,0,50338,12,0.08565649638302195
