requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,x_value
10600,605073H,2018-07-06 12:00:00,51198,2.0,0.25142227939284195,6,50911,16,-0.3493137173276776
10576,605079H,2018-07-06 20:00:00,50911,2.0,-1.0,0,50911,19,0.029031851338118583
10595,604895H,2018-07-06 23:00:00,50240,1.0,0.0,4,50911,17,0.7134506499012918
10591,520263,2018-07-06 17:00:00,50909,1.0,-1.0,0,50909,17,0.014615527712202545
10590,604760H,2018-07-06 19:00:00,50268,2.0,0.2463034372984261,8,50240,17,5.432259890782365e-05
10587,605073H,2018-07-06 11:00:00,50263,1.0,0.12057762170760525,4,50911,17,-0.34026206669764686
10585,602821,2018-07-06 20:00:00,50349,2.0,-1.0,0,50349,18,0.00010499689781892807
10582,603548,2018-07-06 10:00:00,50692,2.0,0.22176674679718228,9,50692,18,-0.30166825033263966
10573,604620H,2018-07-06 20:00:00,50349,1.0,-1.0,0,50349,19,-2.1343836923044868
10552,603522H,2018-07-06 21:00:00,50911,2.0,-1.0,0,50911,21,-4.944572778381204e-06
10559,604903H,2018-07-06 22:00:00,50266,1.0,-1.0,0,50266,21,-3.626622707603547
10557,518009,2018-07-06 04:00:00,51087,2.0,0.075,2,50911,21,-0.0017115828848242665
10535,518009,2018-07-06 23:00:00,50911,1.0,-1.0,0,50911,23,-0.4237222961007235
10534,603912,2018-07-06 00:00:00,50911,2.0,-1.0,0,50911,23,-3.933612802490509
10568,603522H,2018-07-06 00:00:00,50338,3.0,0.004166666666666667,10,50911,20,-0.5246085570770861
10606,519392,2018-07-06 15:00:00,50675,2.0,-1.0,0,50675,15,-0.0016448499985741154
10647,601555,2018-07-06 14:00:00,50911,1.0,-1.0,0,50911,11,-0.0003646219208661846
10652,601555,2018-07-06 15:00:00,50911,2.0,-1.0,0,50911,10,-0.0003646219208661846
10362,604903H,2018-07-06 22:00:00,50266,2.0,-1.0,0,50266,21,-9.048178613396011
10394,603522H,2018-07-06 17:00:00,50911,2.0,-1.0,0,50911,17,-0.4952409106022728
10379,519392,2018-07-06 00:00:00,51087,2.0,0.007435309476835724,1,50911,19,-0.0016448499985741154
10359,603522H,2018-07-06 22:00:00,50911,1.0,-1.0,0,50911,21,-5.422668428681467
10356,604773H,2018-07-06 21:00:00,50841,2.0,-1.0,0,50841,21,-3.0952191450899407
10355,603548,2018-07-06 21:00:00,50692,2.0,-1.0,0,50692,21,-5.422668428681467
10346,603912,2018-07-06 00:00:00,50692,3.0,-1.0,0,50692,23,-0.006238185255198492
10416,603522H,2018-07-06 22:00:00,50911,2.0,-1.0,0,50911,15,-5.422668428681467
10417,603912,2018-07-06 00:00:00,50349,2.0,0.026340539524523383,1,50692,15,-0.006238185255198492
10518,603548,2018-07-06 02:00:00,50692,4.0,-1.0,0,50692,2,-1.7020365696394908
10477,607670,2018-07-06 15:00:00,50911,1.0,-1.0,0,50911,10,-0.4952409106022728
10237,604903H,2018-07-06 13:00:00,50266,1.0,-1.0,0,50266,13,-8.186447316882107
10197,607670,2018-07-06 00:00:00,50675,2.0,0.026388888888888885,10,50911,16,-0.4952409106022728
10157,603906,2018-07-06 21:00:00,50841,1.0,-1.0,0,50841,21,-0.4468728700876995
10151,604773H,2018-07-06 21:00:00,50841,1.0,-1.0,0,50841,21,-0.4468728700876995
10338,518009,2018-07-06 01:00:00,50911,2.0,-1.0,0,50911,1,-0.9082086731700895
10258,603522H,2018-07-06 00:00:00,50240,2.0,0.03055555555555555,2,50911,12,-0.002623713944713586
10252,604773H,2018-07-06 12:00:00,50841,2.0,-1.0,0,50841,12,-0.4468728700876995
10275,601555,2018-07-06 00:00:00,50263,1.0,0.034722222222222224,2,50911,11,-1.4912670435007056
