requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,x_value
11900,605235,2018-07-03 20:00:00,50263,2.0,0.13985065890608556,4,50692,18,0.12798824678301768
11895,605432,2018-07-03 21:00:00,50692,2.0,-1.0,0,50692,19,0.655601381421725
11888,604380H,2018-07-03 21:00:00,50911,2.0,-1.0,0,50911,19,-1.0769921227526187
11887,520263,2018-07-03 01:00:00,50349,1.0,0.0,1,50909,19,-0.2416912135391869
11880,604380H,2018-07-03 21:00:00,50911,2.0,-1.0,0,50911,20,-4.338134742945174
11858,605074H,2018-07-03 18:00:00,50267,2.0,0.24692963852699873,5,50911,23,0.4143509770316099
11873,519392,2018-07-03 21:00:00,50909,1.0,-1.0,0,50909,21,-0.057779897438702606
11870,605074H,2018-07-03 08:00:00,50240,2.0,0.2528626715626953,5,50911,21,-0.00010833730769756688
11869,604380H,2018-07-03 22:00:00,50911,1.0,-1.0,0,50911,22,-1.2543444861561175
11863,605083H,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,22,1.505213383387341
11853,604380H,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,23,-1.2543444861561175
11911,607706,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,17,1.3045182656023626
11877,604175,2018-07-03 00:00:00,50911,3.0,-1.0,0,50911,21,-0.03879937673356846
11871,607263,2018-07-03 21:00:00,50349,2.0,-1.0,0,50349,21,0.4137584347957045
11919,604771H,2018-07-03 21:00:00,50267,1.0,0.1582114589575009,2,50240,16,0.9144548420987052
11913,606620,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,17,0.0006552105457687111
12008,607289,2018-07-03 05:00:00,50269,3.0,-1.0,0,50269,5,0.7751629518504469
12007,607263,2018-07-03 05:00:00,50349,3.0,-1.0,0,50349,5,0.0282041623178632
12000,601555,2018-07-03 00:00:00,50911,2.0,-1.0,0,50911,7,-0.9622029936818075
11994,604771H,2018-07-03 21:00:00,51087,2.0,0.16839724585752805,3,50240,9,0.0008920727448568667
11988,605079H,2018-07-03 10:00:00,50692,2.0,-1.0,0,50692,10,0.3596173787593922
11973,600963,2018-07-03 14:00:00,51199,1.0,0.13872993960177957,3,50911,11,0.08348096418097421
12011,604738H,2018-07-03 03:00:00,50268,2.0,-1.0,0,50268,3,1.3012667317905844
11959,604903H,2018-07-03 12:00:00,50266,1.0,-1.0,0,50266,12,-1.0973349208171266
11951,604796H,2018-07-03 13:00:00,50267,1.0,-1.0,0,50267,13,-1.5084978289391537
11937,605074H,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,14,0.0015742283668281516
11928,605079H,2018-07-03 15:00:00,50692,2.0,-1.0,0,50692,15,-0.0815102967589017
11924,603990,2018-07-03 00:00:00,50911,2.0,-1.0,0,50911,16,0.0015742283668281516
11972,607613,2018-07-03 16:00:00,50692,2.0,-1.0,0,50692,11,-2.5779847921254615
