requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness,trend,cost,cp_value
10000,518009,2018-07-07 21:00:00,50911,3.0,-1,0,50911,18,0,0,0,0,0,0
10047,604733H,2018-07-07 14:00:00,51199,1.0,-1,0,51199,14,0,0,0,0,0,0
10042,604804H,2018-07-07 15:00:00,50230,2.0,-1,0,50230,15,0,0,0,0,0,0
10037,604749H,2018-07-07 15:00:00,51200,1.0,-1,0,51200,15,0,0,0,0,0,0
10027,605074H,2018-07-07 16:00:00,50911,1.0,-1,0,50911,16,0,0,0,0,0,0
10024,604771H,2018-07-07 19:00:00,50240,2.0,-1,0,50240,16,0,0,0,0,0,0
10019,606620,2018-07-07 19:00:00,50911,1.0,-1,0,50911,16,0,0,0,0,0,0
10017,604735H,2018-07-07 16:00:00,50268,1.0,-1,0,50268,16,0,0,0,0,0,0
9992,604800H,2018-07-07 21:00:00,50911,2.0,-1,0,50911,19,0,0,0,0,0,0
9977,605432,2018-07-07 22:00:00,50911,1.0,-1,0,50911,20,0,0,0,0,0,0
9987,606363,2018-07-07 20:00:00,50909,4.0,-1,0,50909,20,0,0,0,0,0,0
9980,601535,2018-07-07 22:00:00,50840,2.0,-1,0,50840,20,0,0,0,0,0,0
9979,603906,2018-07-07 20:00:00,50841,1.0,-1,0,50841,20,0,0,0,0,0,0
9978,604903H,2018-07-07 20:00:00,50266,2.0,-1,0,50266,20,0,0,0,0,0,0
9976,605432,2018-07-07 00:00:00,50911,3.0,-1,0,50911,21,0,0,0,0,0,0
9973,605235,2018-07-07 21:00:00,51087,1.0,-1,0,51087,21,0,0,0,0,0,0
9971,604900H,2018-07-07 21:00:00,50266,1.0,-1,0,50266,21,0,0,0,0,0,0
9969,605235,2018-07-07 22:00:00,50911,1.0,-1,0,50911,22,0,0,0,0,0,0
10048,604904H,2018-07-07 14:00:00,51198,3.0,-1,0,51198,14,0,0,0,0,0,0
9989,605079H,2018-07-07 21:00:00,50692,1.0,-1,0,50692,19,0,0,0,0,0,0
10049,604745H,2018-07-07 14:00:00,51199,2.0,-1,0,51199,14,0,0,0,0,0,0
10087,604804H,2018-07-07 12:00:00,50230,1.0,-1,0,50230,12,0,0,0,0,0,0
10061,601535,2018-07-07 14:00:00,50692,2.0,-1,0,50692,14,0,0,0,0,0,0
10135,606789,2018-07-07 06:00:00,50909,2.0,-1,0,50909,6,0,0,0,0,0,0
10056,607289,2018-07-07 16:00:00,50269,2.0,-1,0,50269,14,0,0,0,0,0,0
10132,518475,2018-07-07 07:00:00,50911,3.0,-1,0,50911,7,0,0,0,0,0,0
10122,604804H,2018-07-07 09:00:00,50230,2.0,-1,0,50230,9,0,0,0,0,0,0
10121,604758H,2018-07-07 10:00:00,50263,1.0,-1,0,50263,9,0,0,0,0,0,0
10118,607224,2018-07-07 21:00:00,50349,2.0,-1,0,50349,10,0,0,0,0,0,0
10117,601555,2018-07-07 10:00:00,50911,1.0,-1,0,50911,10,0,0,0,0,0,0
