requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness
11900,605235,2018-07-03 08:00:00,50266,2.0,0.8651176678808188,3,50692,18,0.22757633630128793,0.9671994292804738
11895,605432,2018-07-03 08:00:00,50267,2.0,0.7576202813950039,3,50692,19,0.18057229733304084,0.7674322636654235
11888,604380H,2018-07-03 08:00:00,50240,2.0,0.8484268037999873,3,50911,19,0.22534388140156342,0.9577114959566446
11887,520263,2018-07-03 08:00:00,50909,1.0,0.8907734843525579,3,50909,19,0.2558446848637378,1.0
11880,604380H,2018-07-03 08:00:00,50338,2.0,0.7563828937685877,3,50911,20,0.1799993453706564,0.7649972178252897
11858,605074H,2018-07-03 08:00:00,51200,2.0,0.7241424600738007,3,50911,23,0.15914123744656167,0.6763502591478872
11873,519392,2018-07-03 08:00:00,50230,1.0,0.6582620990093313,3,50909,21,0.1313504363811595,0.5582393546199279
11870,605074H,2018-07-03 08:00:00,51199,2.0,0.6666980100060209,3,50911,21,0.13399955391486787,0.5694981041381885
11869,604380H,2018-07-03 08:00:00,50349,1.0,0.6931206166367261,3,50911,22,0.1487437131382399,0.6321607808375196
11863,605083H,2018-07-03 08:00:00,50349,1.0,0.5993953795483785,3,50911,22,0.20900169357245096,0.8882571976829166
11853,604380H,2018-07-03 08:00:00,50268,1.0,0.5,3,50911,23,0.0,0.0
11911,607706,2018-07-03 09:00:00,51087,1.0,0.5186097304921147,3,50911,17,0.21289607815553083,0.904808332161006
11877,604175,2018-07-03 09:00:00,50268,3.0,0.5164185286745407,3,50911,21,0.16372462745476044,0.6958296666827318
11871,607263,2018-07-03 09:00:00,50230,2.0,0.5981548879884385,3,50349,21,0.200126914841369,0.8505393880758182
11919,604771H,2018-07-03 09:00:00,50841,1.0,0.73022537980475,3,50240,16,0.6931114155148886,1.0
11913,606620,2018-07-03 09:00:00,50909,1.0,0.7206961759161536,3,50911,17,0.3630059744788176,1.0
12008,607289,2018-07-03 09:00:00,50269,3.0,0.7615657119189517,3,50269,5,0.21580382442571225,0.9171662538092771
12007,607263,2018-07-03 09:00:00,50840,3.0,0.7210407668290227,3,50349,5,0.1611234109653446,0.6847744966027145
12000,601555,2018-07-03 09:00:00,51198,2.0,0.6723954939292441,3,50911,7,0.14296195176591925,0.6075882950051568
11994,604771H,2018-07-03 09:00:00,50261,2.0,0.8883064804342828,3,50240,9,0.7124201366636236,1.0
11988,605079H,2018-07-03 09:00:00,50349,2.0,0.6950309803274994,3,50692,10,0.15894526360367245,0.6755173703156079
11973,600963,2018-07-03 09:00:00,50268,1.0,0.5617067195116136,3,50911,11,0.18779469368686771,0.7981274481691878
12011,604738H,2018-07-03 09:00:00,50841,2.0,0.6573470973577739,3,50268,3,0.17838250175219425,0.7581256324468256
11959,604903H,2018-07-03 09:00:00,50841,1.0,0.6340219094704793,3,50266,12,0.5989423063476375,1.0
11951,604796H,2018-07-03 09:00:00,50349,1.0,0.5811878560587438,3,50267,13,0.4568746075013771,1.0
11937,605074H,2018-07-03 10:00:00,51200,1.0,0.49328945517369355,3,50911,14,0.21200792379107372,0.9010336761120633
11928,605079H,2018-07-03 10:00:00,50692,2.0,0.5408577011262345,3,50692,15,0.6109066087229997,1.0
