requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness,marginal_value,trend,cost,cp_value
10000,518009,2018-07-07 12:00:00,50338,3.0,0.7610045950714648,10,50911,18,0.06341704958928873,0.21376399767202098,0.7681003381364693,0.8016149912700786,0.7539088520064604,3.1,0.2454853532488596
10047,604733H,2018-07-07 12:00:00,51198,1.0,0.8733623101543855,10,51199,14,0.018957288133952217,1.0,0.9994472213630764,3.75,0.7472773989456947,3.1,0.2817297774691566
10042,604804H,2018-07-07 12:00:00,50230,2.0,0.8741843914728928,10,50230,15,0.03858071453162066,0.8094274554226816,0.9810402321785278,3.0353529578350558,0.7673285507672579,3.1,0.28199496499125576
10037,604749H,2018-07-07 12:00:00,51199,1.0,0.8685906708196991,10,51200,15,0.11202242235275923,1.0,0.9994472213630764,3.75,0.7377341202763217,3.1,0.28019053897409646
10027,605074H,2018-07-07 12:00:00,50267,1.0,0.7518351572280122,10,50911,16,0.05743990020859538,0.19692546216023296,0.7492051853876883,0.7384704831008736,0.7544651290683362,3.1,0.24252747007355233
10024,604771H,2018-07-07 12:00:00,50269,2.0,0.8593634423198628,10,50240,16,0.04351741609898792,0.5991583872780586,0.9479432226705693,2.2468439522927195,0.7707836619691565,3.1,0.27721401365156867
10019,606620,2018-07-07 12:00:00,50909,1.0,0.7081665969697295,10,50911,16,0.05693362784808434,0.1438147327640372,0.6717342057973308,0.5393052478651394,0.7445989881421282,3.1,0.2284408377321708
10017,604735H,2018-07-07 12:00:00,50261,1.0,0.7537956299508783,6,50268,16,0.3787125631351765,0.3727380543877761,0.7270113115194524,1.3828581817786492,0.7805799483823043,1.9,0.39673454207940967
9992,604800H,2018-07-07 12:00:00,51200,2.0,0.6336443697243466,6,50911,19,0.31506768186159273,0.2001533128589572,0.5286345258502069,0.7425687907067312,0.7386542135984862,1.9,0.3334970366970245
9977,605432,2018-07-07 12:00:00,50840,1.0,0.5379290900106217,10,50911,20,0.032867449761295624,0.0,0.07585818002124355,0.0,1.0,3.1,0.17352551290665216
9987,606363,2018-07-07 12:00:00,50268,4.0,0.6923809912314154,7,50909,20,0.3107115464667666,0.2515156813651293,0.659137970390829,0.9331231778646297,0.7256240120720019,2.2,0.3147186323779161
9980,601535,2018-07-07 12:00:00,50841,2.0,0.5616647726642605,1,50840,20,0.8734024942114178,0.3197084285996953,0.376340068072293,0.3996355357496191,0.746989477256228,0.4,1.4041619316606513
9979,603906,2018-07-07 12:00:00,50841,1.0,0.7143483516196985,2,50841,20,0.8771705748429675,1.0,0.995929862284104,2.8,0.7520286740814155,0.7,1.020497645170998
9978,604903H,2018-07-07 12:00:00,51200,2.0,0.49569150903759296,1,50266,20,0.7509606820039189,0.6548107838708933,0.708942502916126,0.8185134798386167,0.742022046717093,0.4,1.2392287725939823
9976,605432,2018-07-07 13:00:00,50911,3.0,0.34271496470149726,10,50911,21,0.008864808561302189,1.0,0.9994472213630764,3.75,0.5633051735350845,3.1,0.11055321441983783
9973,605235,2018-07-07 13:00:00,51087,1.0,0.41185402550672007,10,51087,21,0.012559858197308071,0.5032063858434314,0.9250360736308539,1.8870239469128676,0.719206286646419,3.1,0.13285613726023227
9971,604900H,2018-07-07 12:00:00,50268,1.0,0.5080164232960294,0,50266,21,1.7407784911237782,0.7470765200394037,0.7470765200394036,0.0,0.7292948330992188,0.1,5.080164232960294
9969,605235,2018-07-07 13:00:00,50675,1.0,0.41276169534709556,10,50911,22,0.07105781083634916,0.18139655965791304,0.7296969956115279,0.6802370987171739,0.7585950424349316,3.1,0.13314893398293404
10048,604904H,2018-07-07 13:00:00,51198,3.0,0.4724883756612281,10,51198,14,0.02920505706882778,0.36414414510309,0.8746350793615535,1.3655405441365875,0.7396608694510339,3.1,0.15241560505200905
9989,605079H,2018-07-07 13:00:00,50266,1.0,0.445906337091533,10,50692,19,0.013668247777571885,0.12176691522840388,0.6281285599695515,0.4566259321065146,0.7507138205485705,3.1,0.1438407539004945
10049,604745H,2018-07-07 13:00:00,50267,2.0,0.5125243971757396,7,51199,14,0.11327295854687046,0.26998741102986984,0.6803353917794369,1.001653294920817,0.767091064323808,2.2,0.23296563507988163
10087,604804H,2018-07-07 13:00:00,50909,1.0,0.6333842197506961,7,50230,12,0.14453632151042625,0.6468642868360442,0.9133533185739559,2.399866504161724,0.7326755807781571,2.2,0.28790191806849824
10061,601535,2018-07-07 13:00:00,50840,2.0,0.44701592801467455,10,50692,14,0.04922252315743131,0.0,0.07585818002124355,0.0,1.0,3.1,0.14419868645634662
10135,606789,2018-07-07 13:00:00,50261,2.0,0.4391700185721059,0,50909,6,2.504154724263569,0.20491057300660384,0.20491057300660387,0.0,0.7793367818535548,0.1,4.391700185721059
