requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,threshold,personal,willingness,trend,cost,cp_value
18866,606941,2018-07-01 18:00:00,50268,3.0,0.6541554416608907,10,51087,17,0.018819430942834857,0.25116367196780565,0.8033846553265861,0.7229780418821585,3.1,0.2110178844067389
18879,604897H,2018-07-01 14:00:00,50268,1.0,0.5547409281572887,10,51200,16,0.043580262238810126,0.27715122276540843,0.8236628139260183,0.7296117849143899,3.1,0.17894868650235118
18863,604760H,2018-07-01 20:00:00,50338,1.0,0.32275745400637307,10,50240,17,0.0463502567445568,0.0,0.07585818002124355,1.0,3.1,0.1041153077439913
18873,V009198,2018-07-01 20:00:00,50675,2.0,0.3483731249592598,10,50911,17,0.0,0.0,0.07585818002124355,1.0,3.1,0.11237842740621284
18876,604725H,2018-07-01 12:00:00,50675,2.0,0.8677764307579088,10,50261,16,0.0,0.46025731104077783,0.9121916234824538,0.8233612380333639,3.1,0.279927880889648
18878,604738H,2018-07-01 12:00:00,50268,2.0,0.8619486187586294,0,50268,16,0.8716052447762025,1.0,0.9933071490757153,0.7305900884415434,0.1,8.619486187586293
18881,604836H,2018-07-01 00:00:00,50675,2.0,0.0,0,50269,16,0.0,0.0,0.0066928509242848554,1.0,0.1,0.0
18891,604749H,2018-07-01 12:00:00,51199,1.0,0.8681180904232242,10,51200,15,0.05316439162402849,1.0,0.9994472213630764,0.7367889594833721,3.1,0.280038093684911
18884,604771H,2018-07-01 12:00:00,50261,2.0,0.8727430144812471,10,50240,16,0.05499193047515169,0.6831487535157527,0.9633244595387082,0.782161569423786,3.1,0.28153000467137
18885,604739H,2018-07-01 12:00:00,51200,1.0,0.8603275011195274,10,51199,15,0.01776435869641243,0.7886007277538868,0.9784693405590255,0.7421856616800293,3.1,0.27752500036113786
18889,605077H,2018-07-01 12:00:00,51198,2.0,0.7402952491405047,10,51087,15,0.014857148117726256,0.1895826832857693,0.7402514603544084,0.740339037926601,3.1,0.23880491907758217
18861,605454,2018-07-01 12:00:00,50841,2.0,0.7695415655993214,10,50692,18,0.04898506277816777,0.23887324724740303,0.7926762274638174,0.7464069037348253,3.1,0.2482392147094585
18895,604976,2018-07-01 12:00:00,50230,1.0,0.7353657827366578,10,50911,15,0.01510829434078766,0.16674674421582295,0.709125070363001,0.7616064951103145,3.1,0.2372147686247283
18897,604728H,2018-07-01 13:00:00,50267,1.0,0.48953370706435156,10,51198,15,0.05386703513517456,0.293364481330784,0.8349193235164082,0.766833655770764,3.1,0.15791409905301662
18958,604771H,2018-07-01 12:00:00,50269,2.0,0.8590380319737375,10,50240,11,0.11004468753802048,0.5991583872780586,0.9479432226705693,0.7701328412769057,3.1,0.2771090425721734
18882,518475,2018-07-01 12:00:00,50909,3.0,0.6859503156060189,10,50911,16,0.01565273101579716,0.12180899943149533,0.6282204640603533,0.7436801671516846,3.1,0.22127429535678028
18858,506530,2018-07-01 13:00:00,51087,2.0,0.5461827367000696,10,50909,18,0.051543170685336134,0.2220482306872901,0.7766465886062488,0.7162619068551942,3.1,0.1761879795806676
18846,607289,2018-07-01 13:00:00,51200,3.0,0.5493764081166258,10,50911,20,0.030102303890834726,0.12048336763356889,0.625307828286402,0.7348885264136538,3.1,0.1772181961666535
18852,606909,2018-07-01 07:00:00,50266,3.0,0.16371754913366748,10,50692,19,0.02973562442618999,0.0,0.07585818002124355,1.0,3.1,0.0528121126237637
18940,606102,2018-07-01 12:00:00,50840,3.0,0.5379290900106217,10,50911,12,0.0,0.0,0.07585818002124355,1.0,3.1,0.17352551290665216
18941,604733H,2018-07-01 12:00:00,50267,1.0,0.7523240776822454,3,51200,12,0.17656929060828755,0.5833508704179292,0.7477304492971028,0.7569177060673881,1.0,0.7523240776822454
18944,604895H,2018-07-01 13:00:00,50230,2.0,0.5702501536782476,10,50338,12,0.016694243981257722,0.15464183490588387,0.6902634628408331,0.765110123593218,3.1,0.18395166247685407
18945,604804H,2018-07-01 12:00:00,50338,1.0,0.7532518334419689,3,50230,12,0.18042448176119738,0.5867119056648857,0.7503329841775117,0.7561706827064261,1.0,0.7532518334419689
18948,604726H,2018-07-01 15:00:00,50675,2.0,0.16076506474111496,3,51199,12,0.0,0.1964874986371874,0.34110048409597915,0.7765994898184392,1.0,0.16076506474111496
18949,604903H,2018-07-01 13:00:00,50240,1.0,0.6906867342690188,10,50266,12,0.06020241415080687,0.7493178078604509,0.9732726593627298,0.7740557365354038,3.1,0.22280217234484478
18959,607626,2018-07-01 13:00:00,51199,1.0,0.43591983847931975,3,50911,11,0.12956113561177426,0.16087309917657652,0.28869180607777073,0.7316121977730061,1.0,0.43591983847931975
18855,518009,2018-07-01 12:00:00,50841,1.0,0.45275328748061117,3,50692,19,0.1461713385513765,0.2111196226271182,0.3616546258082025,0.7461997871331814,1.0,0.45275328748061117
18955,607289,2018-07-01 14:00:00,51198,2.0,0.3968111615420045,10,50269,12,0.019316486504499974,0.11860966909068792,0.6211276858976713,0.7455517951534922,3.1,0.12800360049742082
18836,607688,2018-07-01 14:00:00,50692,3.0,0.4450078329267986,10,51087,23,0.0,0.13782550789942036,0.6607259063881398,0.7211953733798574,3.1,0.14355091384735438
18838,606666,2018-07-01 13:00:00,50675,3.0,0.41856638257797774,10,50349,23,0.0,0.1829676178468818,0.7317717705625733,0.7586122877038028,3.1,0.13502141373483154
18840,519392,2018-07-01 13:00:00,50338,2.0,0.4114092840925179,0,50911,21,0.8716052447762025,0.16755898249879675,0.16755898249879675,0.7525434137006951,0.1,4.114092840925179
