requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness
11381,604745H,2018-07-04 08:00:00,50909,2.0,0.8909266414100019,10,51199,16,0.22777788719672554,1.0
11386,604749H,2018-07-04 08:00:00,51200,3.0,0.8867213713632782,10,51198,15,0.27922861947527733,1.0
11389,604897H,2018-07-04 08:00:00,51199,1.0,0.8830498118631236,10,51200,15,0.37148842280494887,1.0
11390,604802H,2018-07-04 08:00:00,50230,3.0,0.881093803126112,10,50269,15,0.5973275105542059,1.0
11399,604733H,2018-07-04 08:00:00,50349,1.0,0.8786227289293758,10,51198,15,0.45452169696572925,1.0
11418,604749H,2018-07-04 08:00:00,50267,2.0,0.8748249900766263,10,50268,14,0.3414590549900355,1.0
11404,603912,2018-07-04 08:00:00,50338,2.0,0.8656277752955746,10,50349,14,0.206871096696684,0.982637709309249
11405,604800H,2018-07-04 08:00:00,50240,2.0,0.7263980666562092,10,50911,14,0.15021936183778078,0.7135419687294586
11406,604771H,2018-07-04 09:00:00,50841,2.0,0.6849790582803411,6,50240,14,0.6931114155148886,1.0
11379,607289,2018-07-04 09:00:00,50269,3.0,0.6848754279044339,10,50269,16,0.21580382442571225,1.0
11402,600963,2018-07-04 09:00:00,50268,3.0,0.6939707153228474,10,50841,15,0.18779469368686771,0.8920247950126217
11371,518475,2018-07-04 09:00:00,51198,2.0,0.6295788388168109,10,50911,17,0.1493089607881239,0.7092175637435885
11324,519392,2018-07-04 09:00:00,51199,3.0,0.6721952166860145,5,50911,22,0.14507524457774154,0.6818536495153853
11360,519392,2018-07-04 09:00:00,50261,2.0,0.6835443966397596,10,50911,17,0.12504042052715336,0.5939419975039785
11359,607613,2018-07-04 09:00:00,50840,2.0,0.8902962901258735,10,50692,18,0.3039157645710207,1.0
11348,603522H,2018-07-04 09:00:00,50349,3.0,0.6804415734531464,7,50911,19,0.13705214806970067,0.6455156174082902
11340,604773H,2018-07-04 10:00:00,50338,2.0,0.7137147430676621,8,50841,20,0.36113778617105835,1.0
11336,605642,2018-07-04 10:00:00,50267,3.0,0.6324629062249819,7,50911,21,0.14721529002962425,0.6933840160395301
11335,603906,2018-07-04 09:00:00,51087,1.0,0.8532445483953783,10,50841,21,0.4183657327731495,1.0
11333,604900H,2018-07-04 10:00:00,50263,1.0,0.7754361828037325,10,50266,21,0.48876582399734075,1.0
11331,603522H,2018-07-04 10:00:00,50692,1.0,0.5958279602220092,10,50911,21,0.11199139949046479,0.5319591475797077
11329,604903H,2018-07-04 09:00:00,50841,1.0,0.5895428417840467,0,50266,21,0.5989423063476375,0.5989423063476375
11420,607283,2018-07-04 10:00:00,50841,2.0,0.4855807888465507,0,50909,13,0.3925784932807605,0.3925784932807605
11321,604735H,2018-07-04 10:00:00,50261,1.0,0.5147628570780018,1,50268,23,0.45066643888998453,1.0
11319,607263,2018-07-04 08:00:00,50268,1.0,0.3953556731334509,0,50349,23,0.0,0.0
11365,604760H,2018-07-04 08:00:00,50261,1.0,0.40049970605526153,0,50240,17,0.0,0.0
11424,607855,2018-07-04 08:00:00,50841,2.0,0.410787771898883,0,50911,13,0.0,0.0
11421,604775H,2018-07-04 09:00:00,50349,1.0,0.4862560613274306,0,50263,13,0.5386810892080148,0.5386810892080148
11429,604832H,2018-07-04 09:00:00,50268,1.0,0.4553910417774489,0,50267,13,0.49146009296985443,0.49146009296985443
11509,603522H,2018-07-04 18:00:00,50269,2.0,0.37148501497696945,10,50911,0,0.2158164013930247,1.0
11504,607289,2018-07-04 18:00:00,50675,3.0,0.36011713527483896,10,50269,2,0.16030531671747172,0.7614502544079906
11426,520263,2018-07-04 18:00:00,50263,2.0,0.41214016239045553,10,50909,13,0.24543089871494858,1.0
11499,600963,2018-07-04 08:00:00,50840,1.0,0.4133665786643199,7,51087,7,0.0,0.0
11498,604899H,2018-07-04 10:00:00,50349,2.0,0.4913993086010151,0,50338,7,0.5604061868960613,0.5604061868960613
11497,603902,2018-07-04 18:00:00,50909,1.0,0.4212776080657599,10,50267,7,0.2814341247915049,1.0
11496,607855,2018-07-04 12:00:00,50230,2.0,0.36381135451762103,7,50911,7,0.1999791809053323,0.941901942064115
11480,604804H,2018-07-04 10:00:00,50268,2.0,0.5341124289808256,0,50230,9,0.8033032899998556,0.8033032899998556
11479,604733H,2018-07-04 10:00:00,50841,2.0,0.4397895348640598,0,51200,9,0.49337908113688733,0.49337908113688733
11475,520263,2018-07-04 11:00:00,50263,1.0,0.4021502506406772,10,51087,10,0.33670834456178184,1.0
11470,604799H,2018-07-04 11:00:00,50909,2.0,0.4488411310428153,5,51198,10,0.5717650525692847,1.0
11469,604745H,2018-07-04 11:00:00,51198,2.0,0.4986448874493385,10,51199,10,0.2550862279447304,1.0
11468,601555,2018-07-04 08:00:00,50841,2.0,0.3486859224564143,0,51087,10,0.0,0.0
11465,603902,2018-07-04 11:00:00,50240,1.0,0.5328355660246146,10,50267,10,0.2414105168568801,1.0
11500,600963,2018-07-04 12:00:00,50675,3.0,0.3620990442528376,3,51087,7,0.10767081621908653,0.45760096893111774
11456,606909,2018-07-04 12:00:00,50269,2.0,0.3355827569804407,1,50911,11,0.135518895043963,0.30491751384891674
11462,603522H,2018-07-04 11:00:00,50840,2.0,0.33035270740188777,0,50911,11,0.0,0.0
11432,518009,2018-07-04 18:00:00,50349,2.0,0.40305160835798803,0,50675,13,0.8135939689422238,0.8135939689422238
11433,607507,2018-07-04 11:00:00,51087,1.0,0.5307614711694717,10,50911,13,0.16911622669133664,0.803302076783849
11439,607289,2018-07-04 11:00:00,50230,2.0,0.32546029304970964,0,50269,12,0.1256622705797666,0.1256622705797666
11441,607289,2018-07-04 11:00:00,51200,2.0,0.347299249704994,0,50269,12,0.12865462246052237,0.12865462246052237
11430,606909,2018-07-04 11:00:00,50261,3.0,0.3792306216715947,0,50911,13,0.1537963203563601,0.1537963203563601
11448,604804H,2018-07-04 12:00:00,50268,2.0,0.6146547804439281,0,50230,12,0.8264693648778888,0.8264693648778888
11449,604772H,2018-07-04 11:00:00,50692,1.0,0.7445033739779311,10,50269,12,0.282694580421074,1.0
11451,604726H,2018-07-04 12:00:00,51199,1.0,0.5899648936912519,0,51198,12,0.7304346735008204,0.7304346735008204
11452,607855,2018-07-04 12:00:00,50338,2.0,0.4154069607111205,0,50911,11,0.20730475505296153,0.20730475505296153
11454,604771H,2018-07-04 12:00:00,50349,2.0,0.6160435711190299,0,50240,11,0.6585476247233676,0.6585476247233676
11442,604745H,2018-07-04 12:00:00,50841,3.0,0.4365209282238832,0,51199,12,0.21727436868370664,0.21727436868370664
11157,518475,2018-07-04 12:00:00,50841,1.0,0.382424481247873,0,50911,17,0.28089970439804113,0.28089970439804113
11159,604775H,2018-07-04 11:00:00,50841,1.0,0.4523562941152146,0,50263,17,0.7070901803724793,0.7070901803724793
11161,603680,2018-07-04 08:00:00,50268,1.0,0.3188796631419583,0,50911,17,0.0,0.0
11171,603522H,2018-07-04 13:00:00,51198,1.0,0.3140461365599875,7,50911,16,0.16133463815151913,0.7598861456936551
11179,607688,2018-07-04 13:00:00,50240,1.0,0.34280783155610534,10,50911,16,0.13925092682694504,0.661441902427989
11182,604899H,2018-07-04 18:00:00,50267,2.0,0.4633081827894737,0,50338,15,0.8921053442481484,0.8921053442481484
11184,603902,2018-07-04 13:00:00,51087,2.0,0.4623765599032153,5,50269,15,0.24272306956995338,1.0
11188,604904H,2018-07-04 13:00:00,51199,2.0,0.40826015441726227,0,51198,15,0.6291765569949014,0.6291765569949014
11155,603522H,2018-07-04 13:00:00,50840,1.0,0.31395926477893693,0,50911,17,0.0,0.0
11176,604771H,2018-07-04 18:00:00,50338,2.0,0.5460460491879201,0,50240,16,0.9995382581180898,0.9995382581180898
11193,607670,2018-07-04 18:00:00,50230,2.0,0.32621294916376886,0,50911,15,0.0,0.0
11135,605432,2018-07-04 18:00:00,51199,3.0,0.3560192084782248,0,50692,20,0.0,0.0
11150,605079H,2018-07-04 18:00:00,50841,2.0,0.35933101506871995,0,50692,18,0.0,0.0
11148,600963,2018-07-04 18:00:00,50268,2.0,0.33939234039121635,0,50911,18,0.20794374134567697,0.20794374134567697
11147,519392,2018-07-04 18:00:00,50261,1.0,0.35771888182957795,0,50675,18,0.1935205804432359,0.1935205804432359
11146,601555,2018-07-04 18:00:00,51200,3.0,0.3177554895723801,0,51087,19,0.07527570241567683,0.07527570241567683
11142,604752H,2018-07-04 12:00:00,51200,2.0,0.4411926023674363,0,51200,19,0.6695051100462236,0.6695051100462236
11134,604800H,2018-07-04 18:00:00,50675,2.0,0.32717267024906693,0,50911,20,0.2127916165700431,0.2127916165700431
11132,604900H,2018-07-04 12:00:00,50268,2.0,0.4724262601165319,0,50266,21,0.7470765200394037,0.7470765200394037
11130,601535,2018-07-04 13:00:00,50267,3.0,0.3761004540775714,0,50692,21,0.2742668019015394,0.2742668019015394
11129,603906,2018-07-04 12:00:00,50841,1.0,0.5363885955565416,0,50841,21,1.0,1.0
11125,604903H,2018-07-04 13:00:00,50909,1.0,0.5726292251307624,0,50266,21,0.731377720582396,0.731377720582396
11118,604734H,2018-07-04 09:00:00,50268,2.0,0.3856747501464892,0,50268,23,0.813583153961352,0.813583153961352
11153,604895H,2018-07-04 18:00:00,51199,1.0,0.32223853809756886,0,50267,17,0.0,0.0
11195,604802H,2018-07-04 12:00:00,50349,2.0,0.5154329827590853,0,50269,15,0.7271921454975028,0.7271921454975028
11254,519287,2018-07-04 08:00:00,50349,2.0,0.30780248487191564,0,50911,12,0.16898787261942802,0.16898787261942802
11198,604897H,2018-07-04 10:00:00,51200,2.0,0.5313664271539599,0,51199,15,1.0,1.0
11197,604804H,2018-07-04 18:00:00,50261,1.0,0.5239366355478808,0,50230,15,0.8674158137483741,0.8674158137483741
11308,605931,2018-07-04 14:00:00,50692,3.0,0.3192007991344015,7,50349,5,0.17495904266427897,0.824057090948754
11303,606789,2018-07-04 14:00:00,50909,2.0,0.31002198272726494,0,50909,6,0.57216174699652,0.57216174699652
11294,604895H,2018-07-04 18:00:00,50841,2.0,0.2904464714354297,0,50267,8,0.0,0.0
11288,603904,2018-07-04 13:00:00,50841,3.0,0.28671628008909394,0,50911,8,0.19603372191583737,0.19603372191583737
11281,605079H,2018-07-04 08:00:00,50841,1.0,0.2850741832978992,0,50692,9,0.0,0.0
11278,604799H,2018-07-04 10:00:00,50841,3.0,0.42524092949815623,0,51198,10,0.7320398847834371,0.7320398847834371
11275,604728H,2018-07-04 09:00:00,51200,1.0,0.43240998200324304,0,51200,10,0.7643064111094418,0.7643064111094418
11274,604726H,2018-07-04 13:00:00,51200,2.0,0.47252314950794927,0,51199,10,1.0,1.0
11267,603902,2018-07-04 14:00:00,50338,2.0,0.3272705836597251,0,50269,11,0.4224857052653731,0.4224857052653731
11259,604760H,2018-07-04 14:00:00,50840,1.0,0.2883698760724499,0,50240,11,0.0,0.0
11311,607289,2018-07-04 14:00:00,50269,2.0,0.31106659728934877,0,50269,3,0.21580382442571225,0.21580382442571225
11257,604895H,2018-07-04 14:00:00,50261,1.0,0.31534656913990333,0,50267,12,0.13373814826580052,0.13373814826580052
11252,604728H,2018-07-04 14:00:00,51198,2.0,0.5068847350216811,0,51198,12,0.6865875383657788,0.6865875383657788
11251,604730H,2018-07-04 14:00:00,50349,2.0,0.35593922679933293,0,50263,12,0.2153796083281013,0.2153796083281013
11250,604902H,2018-07-04 14:00:00,50268,2.0,0.5799008191904422,0,50261,12,0.7636915890234753,0.7636915890234753
11242,604903H,2018-07-04 14:00:00,50230,2.0,0.568961045045975,0,50266,13,0.6655017432648663,0.6655017432648663
11237,604761H,2018-07-04 14:00:00,50349,1.0,0.3469022411482918,0,50349,13,0.45028684550743375,0.45028684550743375
11233,604832H,2018-07-04 10:00:00,50349,1.0,0.3147269995127182,0,50267,13,0.41422817298972553,0.41422817298972553
11230,605084H,2018-07-04 09:00:00,50349,2.0,0.29172063459349806,0,50911,13,0.7447160825308639,0.7447160825308639
11227,604758H,2018-07-04 09:00:00,50261,1.0,0.4134886393425297,0,50263,13,0.6256946334700867,0.6256946334700867
11199,604897H,2018-07-04 14:00:00,51200,2.0,0.4647448077839867,0,51199,15,1.0,1.0
11225,604745H,2018-07-04 19:00:00,50266,2.0,0.24557315936626278,10,51200,13,0.0,0.0
11258,604745H,2018-07-04 04:00:00,50266,3.0,0.10034863116903156,8,51200,12,0.22135841017287097,1.0
