requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,x_value
11900,605235,2018-07-03 21:00:00,50692,2.0,-1.0,0,50692,18,0.02870395809511758
11895,605432,2018-07-03 22:00:00,50692,2.0,-1.0,0,50692,19,0.12274377537729234
11888,604380H,2018-07-03 10:00:00,50268,2.0,0.18603894344263044,8,50911,19,-0.0004534086140579048
11887,520263,2018-07-03 08:00:00,50338,1.0,0.3059490032876846,7,50909,19,-0.2735770729557234
11880,604380H,2018-07-03 21:00:00,50911,2.0,-1.0,0,50911,20,-0.31957558203823805
11858,605074H,2018-07-03 00:00:00,50911,2.0,-1.0,0,50911,23,0.0007952730705616887
11873,519392,2018-07-03 08:00:00,50267,1.0,0.25253926567957946,10,50909,21,-0.3346510857336757
11870,605074H,2018-07-03 18:00:00,50268,2.0,0.28240550104916695,4,50911,21,0.0007952730705616887
11869,604380H,2018-07-03 22:00:00,50911,1.0,-1.0,0,50911,22,-8.384621124567037e-07
11863,605083H,2018-07-03 08:00:00,50268,1.0,0.19583333333333333,0,50911,22,0.012204084961070852
11853,604380H,2018-07-03 19:00:00,50268,1.0,-0.1078806273228372,0,50911,23,8.542859472749594e-05
11911,607706,2018-07-03 21:00:00,50911,1.0,-1.0,0,50911,17,0.017085718945499186
11877,604175,2018-07-03 18:00:00,50338,3.0,0.2658635913717422,7,50911,21,-0.04542968952304701
11871,607263,2018-07-03 05:00:00,51087,2.0,0.025,7,50349,21,0.08907337007046012
11919,604771H,2018-07-03 17:00:00,50240,1.0,-1.0,0,50240,16,0.006874570751606059
11913,606620,2018-07-03 19:00:00,50267,1.0,0.2312037498715674,6,50911,17,0.25990181988112027
12008,607289,2018-07-03 17:00:00,50675,3.0,0.075,6,50269,5,0.10242704538165061
12007,607263,2018-07-03 05:00:00,50349,3.0,-1.0,0,50349,5,0.12803015232245335
12000,601555,2018-07-03 22:00:00,50911,2.0,-1.0,0,50911,7,-1.6403333373700768
11994,604771H,2018-07-03 12:00:00,50675,2.0,0.22790353236391497,3,50240,9,0.005238820797847704
11988,605079H,2018-07-03 18:00:00,50261,2.0,0.30007378284017205,9,50692,10,0.0595868082849691
11973,600963,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,11,0.3755803843955256
12011,604738H,2018-07-03 03:00:00,50268,2.0,-1.0,0,50268,3,0.28927470900908275
11959,604903H,2018-07-03 12:00:00,50266,1.0,-1.0,0,50266,12,-6.824798358230324e-07
11951,604796H,2018-07-03 13:00:00,50261,1.0,0.20014599411379297,6,50267,13,3.5611332602400925e-05
11937,605074H,2018-07-03 23:00:00,50911,1.0,-1.0,0,50911,14,-0.1563391016575171
11928,605079H,2018-07-03 13:00:00,51087,2.0,0.18028790536498668,4,50692,15,-0.10612899335897302
11926,606363,2018-07-03 12:00:00,50230,3.0,0.2940677642233931,7,51087,16,0.014779988959916323
11924,603990,2018-07-03 00:00:00,50911,2.0,-1.0,0,50911,16,0.0014723298738777211
11972,607613,2018-07-03 10:00:00,50261,2.0,0.18712674579147762,1,50692,11,-0.8558222442190271
11774,604832H,2018-07-03 08:00:00,50266,2.0,0.3529367721937313,9,50267,13,-0.16840406649170683
11768,604380H,2018-07-03 08:00:00,50230,2.0,0.2796023144574581,9,50911,13,-0.4606338920157684
11765,602814,2018-07-03 12:00:00,50909,4.0,0.23726433894264776,6,50269,14,0.09630471455404367
11759,605074H,2018-07-03 12:00:00,51200,1.0,0.36930501107745645,7,50911,15,0.08553962926662606
11758,606363,2018-07-03 13:00:00,51200,3.0,0.3182432001961179,7,50909,15,0.00033558210525030474
11722,604380H,2018-07-03 21:00:00,50675,3.0,0.075,7,50911,21,0.07412666527779967
11742,604620H,2018-07-03 16:00:00,50349,2.0,-1.0,0,50349,16,0.052976830068963955
11720,604796H,2018-07-03 08:00:00,50349,2.0,0.39503713261147455,7,50267,21,-0.00012593750909429283
11718,605235,2018-07-03 21:00:00,51087,2.0,-1.0,0,51087,21,0.26906378034611383
11712,603548,2018-07-03 00:00:00,50911,3.0,-1.0,0,50911,22,-0.33863077107377937
11788,604761H,2018-07-03 18:00:00,50349,2.0,0.25472104999849793,8,50349,11,3.84598351121979e-05
11746,604380H,2018-07-03 14:00:00,51198,2.0,0.24070137036243316,8,50911,16,-0.18797840522037254
11793,602859,2018-07-03 00:00:00,51087,2.0,-1.0,0,51087,10,-0.29485873586018335
11772,607263,2018-07-03 13:00:00,50349,3.0,-1.0,0,50349,13,0.5439493919534383
11795,600963,2018-07-03 12:00:00,50268,2.0,0.23960647522837752,1,50911,10,0.2775367887404609
11794,602859,2018-07-03 00:00:00,51087,3.0,-1.0,0,51087,10,0.9790018243446486
11849,604738H,2018-07-03 12:00:00,50261,1.0,0.40070282101209315,1,50268,0,0.8104904009173399
11843,606177,2018-07-03 00:00:00,50911,1.0,-1.0,0,50911,0,-5.163415735823943
11842,606177,2018-07-03 12:00:00,51198,2.0,0.39100733358583345,8,50911,0,-0.22557408626444703
11823,604735H,2018-07-03 03:00:00,50268,2.0,-1.0,0,50268,3,0.06018900282968928
11822,518009,2018-07-03 03:00:00,50911,2.0,-1.0,0,50911,3,-0.20693810356208797
11847,605083H,2018-07-03 10:00:00,50266,1.0,0.24615130500857,4,50911,0,0.23241652338866897
11817,607289,2018-07-03 04:00:00,50269,2.0,-1.0,0,50269,4,0.04596432101573061
11801,605079H,2018-07-03 10:00:00,50692,1.0,-1.0,0,50692,9,0.15727943379031978
11800,519287,2018-07-03 00:00:00,50911,2.0,-1.0,0,50911,9,0.27845884248597547
11799,605079H,2018-07-03 14:00:00,50692,2.0,-1.0,0,50692,9,0.15727943379031978
11797,607083,2018-07-03 08:00:00,50909,1.0,0.3195264674476951,4,50349,10,-0.011706798307340973
