requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,x_value
18866,606941,2018-07-01 18:00:00,50268,3.0,0.25844670628232375,3,51087,17,0.0005254939421235596
18879,604897H,2018-07-01 16:00:00,51200,1.0,-1.0,0,51200,16,0.16347658835110904
18863,604760H,2018-07-01 17:00:00,50240,1.0,-1.0,0,50240,17,-5.810171805373556e-05
18873,V009198,2018-07-01 12:00:00,50268,2.0,0.28625294584870864,10,50911,17,-0.014718919614281428
18876,604725H,2018-07-01 18:00:00,50338,2.0,0.2738123958138631,1,50261,16,0.0005869676297121258
18878,604738H,2018-07-01 16:00:00,50268,2.0,-1.0,0,50268,16,9.048178613396004e-06
18881,604836H,2018-07-01 16:00:00,50269,2.0,-1.0,0,50269,16,0.0008869048441761932
18891,604749H,2018-07-01 15:00:00,51200,1.0,-1.0,0,51200,15,0.024971949475953697
18884,604771H,2018-07-01 12:00:00,50338,2.0,0.3183740159271597,8,50240,16,0.023766583990171102
18885,604739H,2018-07-01 15:00:00,51199,1.0,-1.0,0,51199,15,0.005741708284779365
18889,605077H,2018-07-01 21:00:00,51087,2.0,-1.0,0,51087,15,0.034083131595501415
18861,605454,2018-07-01 18:00:00,50267,2.0,0.29506244636579754,8,50692,18,0.4873435083738823
18895,604976,2018-07-01 17:00:00,51087,1.0,0.11051918396839328,8,50911,15,1.5688323001389883e-05
18897,604728H,2018-07-01 15:00:00,51198,1.0,-1.0,0,51198,15,0.04296868006153619
18958,604771H,2018-07-01 19:00:00,50240,2.0,-1.0,0,50240,11,0.0017884448607361533
18882,518475,2018-07-01 18:00:00,50675,3.0,0.323663350551369,10,50911,16,0.026065311084330148
18858,506530,2018-07-01 18:00:00,50909,2.0,-1.0,0,50909,18,0.00492093731413262
18846,607289,2018-07-01 20:00:00,50911,3.0,-1.0,0,50911,20,0.05803312752984841
18852,606909,2018-07-01 16:00:00,50338,3.0,0.2208024606628691,4,50692,19,0.580707209348468
18940,606102,2018-07-01 00:00:00,50268,3.0,0.0,4,50911,12,-0.5964548029212667
18941,604733H,2018-07-01 03:00:00,51087,1.0,0.0,4,51200,12,-0.6681581492134593
18944,604895H,2018-07-01 12:00:00,50338,2.0,-1.0,0,50338,12,0.00019301233902660773
18945,604804H,2018-07-01 12:00:00,50675,1.0,0.37635341630398,6,50230,12,4.827884034452674e-07
18948,604726H,2018-07-01 12:00:00,51199,2.0,-1.0,0,51199,12,0.00016288579835966617
18949,604903H,2018-07-01 17:00:00,50266,1.0,-1.0,0,50266,12,-0.18582796307571767
18959,607626,2018-07-01 17:00:00,50911,1.0,-1.0,0,50911,11,0.24663748632833937
