requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness
10000,518009,2018-07-07 12:00:00,50338,3.0,0.8769544260032303,0,50911,18,0.21376399767202098,1.0
10047,604733H,2018-07-07 12:00:00,50261,1.0,0.8906324065649026,0,51199,14,0.46519479530040386,1.0
10042,604804H,2018-07-07 14:00:00,50267,2.0,0.4420246266127858,7,50230,15,0.4741273377296654,1.0
10037,604749H,2018-07-07 12:00:00,50269,1.0,0.8843095920577626,0,51200,15,0.3069538770378273,1.0
10027,605074H,2018-07-07 12:00:00,50841,1.0,0.8734908356184129,7,50911,16,0.31865461598041506,1.0
10024,604771H,2018-07-07 12:00:00,50230,2.0,0.8832733916910187,0,50240,16,0.7038888584179294,1.0
10019,606620,2018-07-07 12:00:00,51200,1.0,0.7540573022447019,6,50911,16,0.1634251489096849,0.769732451364616
10017,604735H,2018-07-07 10:00:00,51200,1.0,0.41904524524590536,3,50268,16,0.36803568983595875,1.0
9992,604800H,2018-07-07 11:00:00,50338,2.0,0.22826547566186312,6,50911,19,0.17721436087496642,0.8346796397210918
9977,605432,2018-07-07 18:00:00,50675,1.0,0.4724673814081391,10,50911,20,0.14170845065710944,0.6731151406212699
9987,606363,2018-07-07 10:00:00,50261,4.0,0.39317035733132205,6,50909,20,0.17675177449344204,0.832500857864112
9980,601535,2018-07-07 15:00:00,50692,2.0,0.3422125766300462,7,50840,20,1.0,1.0
9979,603906,2018-07-07 12:00:00,50267,1.0,0.8781799888536252,0,50841,20,0.4527300284136676,1.0
9978,604903H,2018-07-07 12:00:00,50909,2.0,0.8743250143753353,0,50266,20,0.6907052149172422,1.0
9976,605432,2018-07-07 12:00:00,50841,3.0,0.6738286260995813,0,50911,21,0.21020549592506535,0.9669452812553005
9973,605235,2018-07-07 21:00:00,50692,1.0,0.048911527270659956,5,51087,21,0.12709896440303153,0.5973651326942482
9971,604900H,2018-07-07 12:00:00,51198,1.0,0.8722969748691941,0,50266,21,0.6377343570136442,1.0
9969,605235,2018-07-07 11:00:00,51198,1.0,0.20311758528614934,3,50911,22,0.13350916311754416,0.5674139432495626
10048,604904H,2018-07-07 14:00:00,50268,3.0,0.3375184105906076,8,51198,14,0.34937027949846855,1.0
9989,605079H,2018-07-07 09:00:00,51087,1.0,0.16594817662521358,8,50692,19,0.19097508094029064,0.9033121328475748
10049,604745H,2018-07-07 20:00:00,50269,2.0,0.3050909202710463,3,51199,14,0.23922084658525455,1.0
10087,604804H,2018-07-07 18:00:00,50268,1.0,0.4228937228734043,4,50230,12,0.9063050833326342,1.0
10061,601535,2018-07-07 11:00:00,51199,2.0,0.2976170082550107,4,50692,14,0.2445998387108127,1.0
10135,606789,2018-07-07 08:00:00,51200,2.0,0.34244043226959753,2,50909,6,0.2670105541533842,1.0
10056,607289,2018-07-07 15:00:00,51198,2.0,0.24057152346273686,3,50269,14,0.12763557516740526,0.5424511944614723
10132,518475,2018-07-07 18:00:00,50909,3.0,0.3298267251473698,6,50911,7,0.1388420517579907,0.6539460637801362
10122,604804H,2018-07-07 06:00:00,51087,2.0,0.16091954022988508,4,50230,9,0.0,0.0
10121,604758H,2018-07-07 12:00:00,50268,1.0,0.8643247146525176,0,50263,9,0.6599470078246141,1.0
10118,607224,2018-07-07 12:00:00,50840,2.0,0.5,0,50349,10,0.0,0.0
10117,601555,2018-07-07 12:00:00,50841,1.0,0.4121378701656118,0,50911,10,0.1326590668614843,0.5041044540736402
10112,604801H,2018-07-07 12:00:00,50841,2.0,0.41317376806668654,0,51087,10,0.24406692127226232,0.9274543008345968
10107,604750H,2018-07-07 18:00:00,50263,2.0,0.4310103388046448,5,50230,10,0.5128029948050133,1.0
10102,520263,2018-07-07 18:00:00,50261,3.0,0.45917666394487144,0,50909,11,0.2642680313732521,1.0
10120,604730H,2018-07-07 19:00:00,50240,2.0,0.30865834125966635,8,50263,9,0.23314435872521969,1.0
10099,604739H,2018-07-07 21:00:00,51200,2.0,0.0683403068340307,1,51199,11,0.0,0.0
10095,604745H,2018-07-07 12:00:00,51200,1.0,0.3898473980762425,1,51200,11,0.16189975534284365,0.3642744495213982
10092,603906,2018-07-07 06:00:00,50338,2.0,0.17319587628865982,2,50841,12,0.0,0.0
10084,602875,2018-07-07 18:00:00,50338,2.0,0.3543343145662033,2,50349,12,0.1631144196018336,0.6198347944869675
10072,604832H,2018-07-07 12:00:00,50268,2.0,0.61444823194231,0,50267,13,0.5154507845303635,1.0
